time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,7.393,7.476,7.633,7.374,7.425,7.513,44.814
125,7.231,7.562,7.391,7.561,7.229,7.441,44.415
250,7.584,7.62,7.254,7.136,7.388,7.565,44.547
375,7.456,7.269,7.681,7.58,7.674,7.787,45.447
500,7.33,7.699,7.559,7.5,7.475,7.5,45.063
625,7.182,7.482,7.477,7.395,7.491,7.331,44.358
750,7.161,7.696,7.426,7.431,7.655,7.571,44.94
875,7.322,7.428,7.5,7.703,7.129,7.215,44.297
1000,7.563,7.542,7.445,7.401,7.343,7.335,44.629
1125,7.403,7.643,7.455,7.195,7.21,7.477,44.383
1250,7.504,7.513,7.545,7.501,7.353,7.534,44.95
1375,7.364,7.452,7.379,7.266,7.474,7.495,44.43
1500,7.407,7.275,7.665,7.317,7.53,7.584,44.778
1625,7.306,7.426,7.575,7.791,7.556,7.48,45.134
1750,7.448,7.617,7.627,7.362,7.558,7.343,44.955
1875,7.548,7.638,7.319,7.245,7.567,7.664,44.981
2000,7.421,7.32,7.551,7.116,7.545,7.352,44.305
2125,7.443,7.525,7.541,7.433,7.527,7.387,44.856
2250,7.364,7.603,7.18,7.622,7.534,7.317,44.62
2375,7.471,7.584,7.544,7.466,7.371,7.21,44.646
2500,7.286,7.495,7.587,7.499,7.494,7.582,44.943
2625,7.137,7.481,7.462,7.42,7.321,7.478,44.299
2750,7.527,7.324,7.396,7.493,7.629,7.379,44.748
2875,7.249,7.431,7.372,7.663,7.438,7.564,44.717
3000,7.417,7.601,7.408,7.502,7.581,7.64,45.149
3125,7.624,7.615,7.524,7.545,7.383,7.553,45.244
3250,7.661,7.329,7.597,7.499,7.299,7.531,44.916
3375,7.449,7.466,7.732,7.414,7.662,7.394,45.117
3500,7.219,7.471,7.398,7.431,7.543,7.371,44.433
3625,7.378,7.128,7.397,7.506,7.235,7.124,43.768
3750,6.998,7.473,7.651,7.448,7.496,7.435,44.501
3875,7.472,7.384,7.611,7.537,7.591,7.583,45.178
4000,7.438,7.556,7.364,7.564,7.492,7.332,44.746
4125,7.287,7.344,7.524,7.345,7.36,7.499,44.359
4250,7.31,7.33,7.366,7.409,7.51,7.545,44.47
4375,7.413,7.668,7.269,7.589,7.373,7.426,44.738
4500,7.184,7.323,7.582,7.388,7.232,7.53,44.239
4625,7.161,7.386,7.627,7.5,7.815,7.449,44.938
4750,7.296,7.543,7.395,7.136,7.539,7.578,44.487
