time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.429,6.179,6.56,5.799,7.34,5.182,37.489
125,6.567,6.162,6.558,5.856,7.304,5.317,37.764
250,6.507,6.131,6.663,5.892,7.158,5.267,37.618
375,6.318,6.332,6.615,5.889,7.32,5.311,37.785
500,6.391,6.343,6.69,6.177,7.252,5.461,38.314
625,6.554,6.348,6.666,6.0,7.298,5.17,38.036
750,6.363,6.442,6.606,5.878,7.226,5.457,37.972
875,6.443,6.344,6.617,5.725,7.142,5.367,37.638
1000,6.207,6.026,6.783,5.997,7.321,5.466,37.8
1125,6.232,6.165,6.6,6.039,7.11,5.32,37.466
1250,6.404,6.115,6.628,6.082,7.195,5.382,37.806
1375,6.38,6.304,6.824,5.961,7.082,5.201,37.752
1500,6.582,6.074,6.506,5.959,7.161,5.216,37.498
1625,6.492,6.31,6.694,6.036,7.232,5.149,37.913
1750,6.299,6.054,6.63,6.085,7.419,5.399,37.886
1875,6.467,6.112,6.675,5.898,7.208,5.536,37.896
2000,6.415,6.011,6.672,6.045,7.498,5.2,37.841
2125,6.356,6.174,6.772,5.941,7.139,5.468,37.85
2250,6.163,5.937,6.548,5.898,7.206,5.228,36.98
2375,6.5,6.096,6.602,5.892,7.223,5.203,37.516
2500,6.435,6.107,6.608,5.973,7.317,5.33,37.77
2625,5.954,6.306,6.669,5.914,7.357,5.373,37.573
2750,6.225,6.011,6.534,6.035,7.132,5.347,37.284
2875,6.356,6.133,6.597,5.959,7.3,5.379,37.724
3000,6.301,6.059,6.646,6.123,7.342,5.509,37.98
3125,6.264,6.03,6.695,5.8,7.206,5.391,37.386
3250,6.289,6.178,6.875,5.94,7.301,5.334,37.917
3375,6.402,6.055,6.601,5.766,7.375,5.248,37.447
3500,6.502,6.195,6.682,6.017,7.252,5.384,38.032
3625,6.302,6.056,6.55,6.02,7.297,5.386,37.611
3750,6.365,6.278,6.719,5.801,7.345,5.429,37.937
3875,6.257,6.052,6.709,5.892,7.215,5.631,37.756
4000,6.309,6.211,6.65,5.983,7.33,5.284,37.767
4125,6.208,5.991,6.616,6.046,7.276,5.417,37.554
4250,6.207,6.01,6.555,6.035,7.299,5.518,37.624
4375,6.33,5.948,6.365,5.778,7.285,5.615,37.321
4500,6.274,6.103,6.726,5.956,7.265,5.343,37.667
4625,6.133,5.928,6.545,5.971,7.081,5.209,36.867
4750,6.239,6.263,6.715,5.98,7.323,5.316,37.836
4875,6.054,6.039,6.493,5.998,7.483,5.454,37.521
5000,6.292,6.126,6.494,5.81,7.245,5.559,37.526
5125,6.345,6.117,6.727,6.089,7.293,5.408,37.979
5250,6.306,6.12,6.631,5.792,7.253,5.392,37.494
5375,6.174,6.106,6.667,5.858,7.3,5.401,37.506
