time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.214,6.15,6.464,6.004,6.897,5.862,37.591
125,6.337,6.311,6.319,6.024,6.943,5.748,37.682
250,6.199,6.356,6.372,6.153,7.017,5.955,38.052
375,6.257,6.431,6.274,5.977,7.048,5.656,37.643
500,6.45,6.154,6.399,6.115,6.902,5.89,37.91
625,6.088,6.479,6.509,5.988,6.851,5.816,37.731
750,6.413,6.285,6.66,6.176,6.755,5.847,38.136
875,6.218,6.437,6.508,6.122,6.96,5.616,37.861
1000,6.348,6.417,6.365,6.187,7.033,5.667,38.017
1125,6.273,6.322,6.436,6.219,7.148,5.607,38.005
1250,6.23,6.256,6.362,6.266,6.852,5.787,37.753
1375,6.392,6.176,6.476,6.152,6.702,5.833,37.731
1500,6.366,6.484,6.28,6.066,6.979,5.83,38.005
1625,6.266,6.194,6.517,5.947,6.889,5.704,37.517
1750,6.411,6.827,6.61,6.128,7.079,5.788,38.843
1875,6.384,6.356,6.314,6.07,6.933,5.828,37.885
2000,6.29,6.163,6.163,5.937,6.927,5.568,37.048
2125,6.294,6.201,6.467,6.036,6.808,5.958,37.764
2250,6.312,6.31,6.465,6.082,6.91,5.701,37.78
2375,6.3,6.461,6.391,6.214,6.776,5.774,37.916
2500,6.329,6.33,6.743,6.212,7.137,5.808,38.559
2625,6.246,6.281,6.548,6.159,6.626,5.907,37.767
2750,6.185,6.222,6.388,5.964,7.055,5.954,37.768
2875,6.154,6.018,6.406,6.014,6.895,5.73,37.217
3000,6.069,6.187,6.52,6.233,6.92,5.945,37.874
3125,6.317,6.068,6.508,6.133,6.892,5.716,37.634
3250,6.125,6.255,6.427,6.176,6.883,5.784,37.65
3375,6.185,6.251,6.625,6.161,6.705,5.802,37.729
3500,6.067,6.415,6.534,5.994,6.956,5.796,37.762
3625,6.242,6.193,6.495,6.084,6.874,5.907,37.795
3750,5.993,6.164,6.576,6.23,7.082,5.982,38.027
3875,6.178,6.441,6.524,6.042,6.837,5.744,37.766
4000,6.272,6.209,6.62,5.852,6.828,5.705,37.486
4125,6.171,6.25,6.392,6.105,6.752,5.948,37.618
4250,6.268,6.137,6.489,6.173,6.842,5.86,37.769
4375,6.133,6.269,6.514,6.111,6.753,5.706,37.486
4500,6.164,6.1,6.362,5.941,6.843,5.624,37.034
4625,6.354,6.218,6.562,6.114,6.879,5.801,37.928
4750,6.228,6.258,6.451,6.239,6.85,5.761,37.787
4875,6.046,6.219,6.421,6.049,6.921,5.744,37.4
5000,6.008,6.345,6.557,5.866,6.907,5.666,37.349
5125,6.167,6.17,6.482,5.957,6.769,5.769,37.314
5250,6.115,6.292,6.432,6.131,7.056,5.857,37.883
5375,6.122,6.296,6.626,6.129,6.808,5.698,37.679
5500,6.17,6.026,6.588,6.172,6.836,5.755,37.547
5625,6.123,6.186,6.521,6.095,7.002,5.977,37.904
5750,6.024,6.219,6.51,6.277,6.853,5.867,37.75
5875,6.162,6.171,6.442,6.239,6.889,5.741,37.644
6000,6.013,6.18,6.601,6.038,6.892,5.804,37.528
6125,6.13,6.029,6.646,6.132,7.077,5.875,37.889
6250,6.164,6.11,6.456,5.914,7.047,5.93,37.621
6375,6.262,6.15,6.44,6.107,6.854,5.868,37.681
6500,6.196,6.04,6.373,6.157,7.012,6.021,37.799
6625,6.306,6.159,6.304,6.006,7.009,5.852,37.636
6750,6.123,6.139,6.453,6.22,6.913,5.704,37.552
6875,5.93,5.971,6.568,6.096,6.955,5.926,37.446
7000,6.291,6.094,6.382,5.866,6.846,5.876,37.355
7125,6.147,6.156,6.431,6.202,7.049,5.78,37.765
7250,6.277,6.192,6.524,6.162,7.007,5.8,37.962
7375,6.109,6.272,6.489,5.999,6.838,6.117,37.824
7500,6.072,6.202,6.346,6.065,7.013,5.736,37.434
7625,6.08,6.141,6.54,6.001,6.738,5.713,37.213
7750,6.082,6.12,6.174,6.065,6.761,6.044,37.246
7875,6.123,6.165,6.522,5.781,7.002,5.846,37.439
8000,6.038,6.113,6.521,6.184,7.077,5.901,37.834
8125,6.167,6.145,6.5,6.195,6.842,6.203,38.052
8250,6.122,6.003,6.392,6.19,6.999,5.84,37.546
8375,6.035,6.224,6.426,6.177,6.864,5.82,37.546
8500,6.184,5.947,6.542,6.11,6.801,5.982,37.566
8625,6.228,5.88,6.576,6.112,6.966,5.882,37.644
8750,6.075,6.166,6.46,6.016,6.843,5.938,37.498
8875,5.982,6.06,6.534,6.154,6.955,5.928,37.613
9000,6.055,5.91,6.36,6.227,6.775,5.947,37.274
9125,6.113,6.077,6.329,6.234,6.907,5.71,37.37
9250,6.03,6.042,6.211,6.016,7.102,6.085,37.486
9375,6.062,5.887,6.453,6.172,7.094,5.726,37.394
9500,5.942,6.039,6.386,6.157,6.873,5.736,37.133
9625,6.19,6.22,6.596,6.001,7.05,5.876,37.933
9750,5.796,5.921,6.237,6.085,7.022,5.983,37.044
9875,6.196,6.227,6.525,6.184,7.091,5.726,37.949
10000,6.095,5.923,6.391,6.059,6.904,6.081,37.453
10125,5.929,5.955,6.657,5.882,7.077,5.939,37.439
10250,5.974,6.003,6.306,6.189,7.045,5.748,37.265
10375,6.083,5.813,6.281,6.007,6.943,5.915,37.042
10500,6.208,6.063,6.661,6.022,6.872,5.999,37.825
10625,6.101,5.924,6.547,5.929,7.29,5.992,37.783
10750,6.121,5.911,6.327,6.138,7.176,5.784,37.457
10875,6.092,5.891,6.466,6.078,7.173,5.901,37.601
11000,5.851,5.912,6.43,6.18,6.953,6.046,37.372
11125,5.911,6.141,6.448,6.258,6.997,6.074,37.829
11250,6.025,6.109,6.431,6.101,7.027,5.878,37.571
11375,5.99,5.915,6.37,6.037,7.08,6.06,37.452
11500,5.923,5.977,6.416,5.984,7.079,5.932,37.311
11625,5.853,6.351,6.348,6.008,7.142,5.857,37.559
11750,6.093,5.921,6.383,5.913,7.014,5.853,37.177
11875,5.875,6.059,6.35,5.819,7.006,5.928,37.037
12000,5.924,5.72,6.217,6.014,7.198,6.248,37.321
12125,6.103,5.902,6.475,6.187,7.115,5.927,37.709
12250,5.973,6.154,6.436,6.154,6.979,5.83,37.526
12375,5.806,5.896,6.427,6.014,7.292,5.98,37.415
12500,6.127,5.904,6.394,6.008,7.0,5.94,37.373
12625,6.032,5.938,6.519,6.199,7.042,6.076,37.806
12750,5.946,5.842,6.547,5.972,7.246,5.833,37.386
12875,5.9,5.922,6.449,6.073,7.224,5.955,37.523
13000,6.093,6.084,6.335,6.069,6.993,6.031,37.605
13125,5.952,5.94,6.387,5.932,7.149,5.947,37.307
13250,5.843,5.994,6.454,5.969,7.127,6.069,37.456
13375,6.012,6.094,6.454,5.99,7.053,5.819,37.422
