time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.316,6.276,6.428,6.211,6.744,5.815,37.79
125,6.473,6.34,6.514,6.148,6.577,6.083,38.135
250,6.267,6.302,6.371,6.168,6.614,5.758,37.48
375,6.217,6.183,6.401,6.242,6.434,5.779,37.256
500,6.408,6.453,6.403,6.409,6.528,6.229,38.43
625,6.406,6.258,6.274,6.208,6.766,6.029,37.941
750,6.28,6.397,6.562,6.101,6.631,6.045,38.016
875,6.189,6.301,6.381,6.232,6.66,6.098,37.861
1000,6.165,6.324,6.264,6.465,6.531,6.14,37.889
1125,6.331,6.405,6.265,6.217,6.544,6.103,37.865
1250,6.19,6.239,6.487,6.094,6.57,5.985,37.565
1375,6.292,6.264,6.471,6.148,6.603,5.912,37.69
1500,6.243,6.319,6.54,6.103,6.688,5.892,37.785
1625,6.569,6.301,6.52,6.126,6.57,6.013,38.099
1750,6.216,6.26,6.489,6.318,6.398,5.835,37.516
1875,6.352,6.367,6.299,6.211,6.624,6.164,38.017
2000,6.389,6.381,6.464,6.214,6.691,5.817,37.956
2125,6.308,6.408,6.506,6.312,6.541,6.11,38.185
2250,6.381,6.073,6.425,6.088,6.69,6.146,37.803
2375,6.091,6.195,6.52,6.065,6.657,5.924,37.452
2500,6.261,6.327,6.641,5.963,6.767,5.839,37.798
2625,6.291,6.348,6.484,6.315,6.685,6.097,38.22
2750,6.345,6.417,6.585,6.243,7.098,5.987,38.675
2875,6.205,6.35,6.509,6.368,6.692,5.962,38.086
3000,6.262,6.239,6.463,6.172,6.545,5.962,37.643
3125,6.367,6.286,6.271,6.053,6.658,5.876,37.511
3250,6.318,6.349,6.368,6.168,6.474,5.913,37.59
3375,6.203,6.284,6.647,6.026,6.681,5.855,37.696
3500,6.173,6.069,6.299,6.273,6.446,5.901,37.161
3625,6.273,6.155,6.472,6.192,6.491,6.123,37.706
3750,6.055,6.388,6.524,6.263,6.611,6.079,37.92
3875,6.389,6.197,6.48,6.152,6.539,5.785,37.542
4000,6.252,6.316,6.322,6.187,6.633,6.133,37.843
4125,6.26,6.151,6.252,6.101,6.676,5.867,37.307
4250,6.194,6.126,6.517,6.329,6.688,5.94,37.794
4375,6.237,6.06,6.406,6.212,6.743,5.92,37.578
4500,6.445,6.241,6.45,6.267,6.668,6.203,38.274
4625,6.41,6.362,6.377,6.255,6.631,6.113,38.148
4750,6.198,6.37,6.298,6.061,6.586,5.96,37.473
4875,6.093,6.461,6.266,6.264,6.784,6.002,37.87
5000,6.239,6.254,6.395,6.165,6.736,5.916,37.705
5125,6.186,6.202,6.407,6.229,6.732,5.892,37.648
5250,6.092,6.235,6.387,6.262,6.587,6.035,37.598
5375,6.001,6.216,6.297,6.257,6.7,5.885,37.356
5500,6.179,6.168,6.508,6.049,6.657,5.939,37.5
5625,6.168,6.159,6.379,6.201,6.497,6.099,37.503
5750,6.375,6.261,6.647,6.273,6.703,6.199,38.458
5875,6.036,6.144,6.459,6.197,6.62,6.062,37.518
6000,6.23,6.225,6.28,6.089,6.885,5.876,37.585
6125,6.15,6.181,6.629,6.066,6.608,6.024,37.658
6250,5.926,6.389,6.376,6.188,6.508,6.22,37.607
6375,6.156,6.208,6.351,6.274,6.56,6.079,37.628
6500,6.256,6.25,6.521,5.978,6.716,5.871,37.592
6625,6.254,6.288,6.285,6.166,6.482,6.147,37.622
6750,6.211,6.2,6.429,6.111,6.657,6.067,37.675
6875,6.151,6.318,6.413,6.156,6.614,6.193,37.845
7000,6.146,6.241,6.246,6.087,6.649,6.061,37.43
7125,6.281,6.098,6.411,6.236,6.497,6.197,37.72
7250,6.139,6.219,6.278,6.269,6.692,5.985,37.582
7375,6.241,6.112,6.362,6.205,6.74,6.091,37.751
7500,6.136,6.204,6.35,6.202,6.717,5.886,37.495
7625,6.201,6.076,6.455,6.163,6.673,6.217,37.785
7750,6.267,6.208,6.273,6.181,6.559,6.044,37.532
7875,6.196,6.107,6.359,6.086,6.663,5.978,37.389
8000,6.166,6.269,6.402,6.339,6.735,6.181,38.092
8125,6.144,6.286,6.354,6.282,6.771,5.828,37.665
8250,6.234,6.124,6.388,6.088,6.6,6.092,37.526
