time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.174,6.299,6.176,6.588,5.887,6.767,37.891
125,6.545,6.36,5.969,6.39,5.899,6.676,37.839
250,6.11,6.125,6.28,6.359,5.959,6.815,37.648
375,6.393,6.336,6.172,6.617,5.984,6.579,38.081
500,6.192,6.27,6.026,6.603,5.929,6.676,37.696
625,6.331,6.264,6.236,6.405,5.877,6.725,37.838
750,6.389,6.422,6.147,6.428,5.721,6.911,38.018
875,6.478,6.296,6.305,6.367,6.209,6.729,38.384
1000,6.266,6.336,6.097,6.446,5.919,6.846,37.91
1125,6.311,6.29,5.99,6.373,5.963,6.672,37.599
1250,6.169,6.022,6.134,6.272,5.87,6.661,37.128
1375,6.117,6.378,6.126,6.4,5.879,6.671,37.571
1500,6.178,6.122,6.135,6.221,5.851,6.837,37.344
1625,6.136,6.257,6.45,6.249,5.937,6.501,37.53
1750,6.316,6.196,6.122,6.392,5.948,6.699,37.673
1875,6.208,6.165,6.248,6.464,5.955,6.454,37.494
2000,6.31,6.165,6.089,6.433,5.976,6.668,37.641
2125,6.311,6.164,5.893,6.255,5.81,6.745,37.178
2250,6.433,6.206,6.154,6.34,6.03,6.569,37.732
2375,6.488,6.185,6.217,6.368,5.936,6.649,37.843
2500,6.204,6.168,6.177,6.342,5.9,6.641,37.432
2625,6.304,6.23,6.215,6.593,5.887,6.664,37.893
2750,6.436,6.243,6.3,6.336,6.051,6.686,38.052
2875,6.286,6.111,6.233,6.53,6.06,6.633,37.853
3000,6.353,6.33,6.17,6.557,5.92,6.624,37.954
3125,6.406,6.306,6.067,6.206,5.948,6.806,37.739
3250,6.286,6.016,6.357,6.57,6.019,6.754,38.002
3375,6.436,6.22,6.135,6.394,5.995,6.695,37.875
3500,6.313,6.111,6.186,6.355,6.05,6.554,37.569
3625,6.329,6.16,6.208,6.284,6.038,6.693,37.712
3750,6.444,6.117,6.209,6.391,6.011,6.786,37.958
3875,6.397,6.211,6.205,6.417,6.16,6.765,38.155
4000,6.278,6.095,6.137,6.662,5.96,6.555,37.687
4125,6.035,6.386,6.033,6.412,5.901,6.637,37.404
4250,6.288,6.257,6.046,6.336,5.97,6.638,37.535
4375,6.125,6.35,6.05,6.397,5.875,6.79,37.587
