time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,7.36,7.282,7.463,7.545,7.569,7.465,44.684
125,7.694,7.417,7.624,7.509,7.464,7.445,45.153
250,7.639,7.505,7.474,7.441,7.642,7.404,45.105
375,7.52,7.536,7.276,7.196,7.627,7.621,44.776
500,7.512,7.355,7.613,7.501,7.398,7.591,44.97
625,7.572,7.496,7.319,7.24,7.397,7.538,44.562
750,7.698,7.243,7.44,7.709,7.194,7.407,44.691
875,7.449,7.409,7.293,7.41,7.466,7.588,44.615
1000,7.468,7.336,7.475,7.362,7.466,7.383,44.49
1125,7.267,7.292,7.512,7.518,7.678,7.612,44.879
1250,7.681,7.592,7.425,7.663,7.57,7.625,45.556
1375,7.507,7.597,7.516,7.575,7.447,7.528,45.17
1500,7.522,7.372,7.086,7.456,7.423,7.53,44.389
1625,7.59,7.433,7.371,7.487,7.614,7.391,44.886
1750,7.504,8.025,7.354,7.468,7.483,7.431,45.265
1875,7.422,7.424,7.384,7.425,7.403,7.439,44.497
2000,7.43,7.517,7.456,7.576,7.349,7.585,44.913
2125,7.69,7.275,7.666,7.642,7.654,7.561,45.488
2250,7.41,7.57,7.297,7.298,7.398,7.446,44.419
2375,7.494,7.349,7.656,7.489,7.464,7.274,44.726
2500,7.248,7.374,7.348,7.266,7.109,7.512,43.857
2625,7.444,7.497,7.372,7.424,7.65,7.527,44.914
2750,7.431,7.458,7.349,7.143,7.581,7.256,44.218
2875,7.271,7.286,7.497,7.5,7.724,7.218,44.496
3000,7.38,7.232,7.711,7.33,7.384,7.757,44.794
3125,7.432,7.431,7.423,7.301,7.607,7.631,44.825
3250,7.598,7.256,7.374,7.717,7.712,7.454,45.111
3375,7.602,7.2,7.658,7.458,7.484,7.642,45.044
3500,7.432,7.353,7.515,7.284,7.334,7.571,44.489
3625,7.504,7.387,7.35,7.317,7.357,7.401,44.316
3750,7.414,7.438,7.513,7.386,7.449,7.571,44.771
3875,7.338,7.462,7.435,7.447,7.49,7.367,44.539
4000,7.446,7.433,7.448,7.481,7.343,7.448,44.599
4125,7.402,7.226,7.482,7.17,7.401,7.473,44.154
4250,7.488,7.409,7.344,7.585,7.373,7.38,44.579
4375,7.329,7.319,7.612,7.444,7.47,7.465,44.639
4500,7.486,7.469,7.296,7.436,7.527,7.703,44.917
4625,7.262,7.501,7.337,7.423,7.608,7.453,44.584
4750,7.388,7.194,7.373,7.416,7.458,7.283,44.112
4875,7.508,7.525,7.438,7.589,7.55,7.527,45.137
5000,7.484,7.411,7.474,7.66,7.414,7.468,44.911
5125,7.392,7.555,7.574,7.609,7.621,7.615,45.366
5250,7.441,7.317,7.407,7.397,7.586,7.466,44.614
5375,7.503,7.354,7.501,7.559,7.56,7.561,45.038
5500,7.432,7.268,7.602,7.654,7.54,7.444,44.94
5625,7.324,7.42,7.504,7.754,7.701,7.531,45.234
5750,7.509,7.4,7.382,7.35,7.482,7.394,44.517
5875,7.207,7.364,7.287,7.303,7.502,7.531,44.194
6000,7.599,7.404,7.442,7.592,7.468,7.68,45.185
6125,7.464,7.29,7.583,7.337,7.585,7.67,44.929
6250,7.424,7.225,7.423,7.37,7.441,7.393,44.276
6375,7.459,7.131,7.264,7.289,7.162,7.489,43.794
6500,7.284,7.438,7.417,7.454,7.338,7.661,44.592
6625,7.345,7.649,7.581,7.668,7.573,7.442,45.258
6750,7.357,7.269,7.537,7.553,7.659,7.396,44.771
6875,7.479,7.228,7.45,7.709,7.627,7.651,45.144
7000,7.524,7.28,7.402,7.313,7.538,7.608,44.665
7125,7.374,7.562,7.646,7.451,7.646,7.265,44.944
7250,7.326,7.335,7.491,7.343,7.5,7.48,44.475
7375,7.47,7.343,7.6,7.504,7.535,7.164,44.616
7500,7.456,7.525,7.418,7.451,7.564,7.388,44.802
7625,7.401,7.364,7.396,7.538,7.221,7.56,44.48
7750,7.314,7.116,7.337,7.432,7.27,7.684,44.153
7875,7.658,7.518,7.438,7.434,7.652,7.427,45.127
8000,7.369,7.365,7.683,7.364,7.747,7.579,45.107
8125,7.602,7.233,7.4,7.329,7.538,7.522,44.624
8250,7.431,7.416,7.618,7.561,7.483,7.635,45.144
8375,7.546,7.347,7.326,7.361,7.295,7.639,44.514
8500,7.09,7.361,7.56,7.302,7.55,7.545,44.408
8625,7.325,7.268,7.387,7.517,7.387,7.475,44.359
8750,7.381,7.362,7.361,7.419,7.487,7.54,44.55
8875,7.176,7.336,7.508,7.301,7.487,7.419,44.227
9000,7.265,7.396,7.562,7.608,7.464,7.49,44.785
9125,7.276,7.382,7.379,7.523,7.552,7.4,44.512
9250,7.437,7.493,7.344,7.364,7.667,7.354,44.659
9375,7.179,7.396,7.369,7.363,7.673,7.68,44.66
9500,7.37,7.196,7.611,7.4,7.523,7.499,44.599
9625,7.348,7.156,7.502,7.569,7.355,7.594,44.524
9750,7.426,7.153,7.433,7.314,7.391,7.514,44.231
9875,7.534,7.249,7.544,7.383,7.389,7.678,44.777
10000,7.461,7.599,7.418,7.507,7.397,7.585,44.967
10125,7.37,7.454,7.287,7.422,7.719,7.712,44.964
10250,7.469,7.471,7.321,7.376,7.478,7.43,44.545
10375,7.404,7.336,7.421,7.393,7.483,7.43,44.467
10500,7.321,7.523,7.454,7.639,7.545,7.406,44.888
10625,7.548,7.459,7.661,7.339,7.605,7.648,45.26
10750,7.161,7.305,7.421,7.462,7.633,7.42,44.402
10875,7.544,7.275,7.279,7.504,7.799,7.483,44.884
11000,7.211,7.298,7.376,7.56,7.524,7.546,44.515
11125,7.284,7.196,7.407,7.609,7.587,7.51,44.593
11250,7.235,7.217,7.37,7.492,7.7,7.432,44.446
11375,7.405,7.227,7.433,7.343,7.705,7.733,44.846
11500,7.193,7.398,7.559,7.677,7.362,7.657,44.846
11625,7.085,7.171,7.477,7.422,7.416,7.529,44.1
11750,7.233,7.085,7.232,7.451,7.355,7.578,43.934
11875,7.169,7.482,7.548,7.445,7.494,7.344,44.482
12000,7.28,7.278,7.201,7.315,7.465,7.514,44.053
12125,7.232,7.264,7.294,7.194,7.535,7.58,44.099
12250,7.506,7.276,7.455,7.439,7.392,7.748,44.816
12375,7.523,7.221,7.611,7.359,7.448,7.556,44.718
12500,7.426,7.189,7.334,7.543,7.535,7.63,44.657
12625,7.197,7.076,7.554,7.343,7.595,7.464,44.229
12750,7.276,7.183,7.332,7.466,7.562,7.5,44.319
12875,7.47,7.513,7.356,7.43,7.53,7.542,44.841
13000,7.166,7.187,7.621,7.27,7.659,7.489,44.392
13125,7.09,7.496,7.613,7.373,7.596,7.533,44.701
13250,7.142,6.994,7.445,7.397,7.458,7.462,43.898
13375,7.438,7.415,7.269,7.253,7.534,7.327,44.236
13500,7.605,7.236,7.362,7.479,7.508,7.615,44.805
13625,7.456,7.22,7.296,7.653,7.491,7.495,44.611
13750,7.389,7.423,7.389,7.433,7.255,7.728,44.617
