time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.436,6.169,6.196,6.533,5.968,6.633,37.935
125,6.275,6.28,6.208,6.289,5.803,6.74,37.595
250,6.363,6.311,6.295,6.506,6.021,6.592,38.088
375,6.315,6.426,6.229,6.28,5.794,6.741,37.785
500,6.227,6.453,6.106,6.39,6.177,6.668,38.021
625,6.259,6.413,6.25,6.489,5.864,6.701,37.976
750,6.178,6.304,6.112,6.537,5.945,6.579,37.655
875,6.18,6.319,6.476,6.486,6.049,6.9,38.41
1000,6.364,6.27,6.153,6.426,6.063,6.652,37.928
1125,6.341,6.294,6.057,6.42,5.887,6.916,37.915
1250,6.09,6.11,6.109,6.554,5.918,6.606,37.387
1375,6.333,6.299,6.22,6.603,5.978,6.584,38.017
1500,6.158,6.294,6.16,6.462,6.076,6.557,37.707
1625,6.124,6.561,6.178,6.31,5.964,6.706,37.843
1750,6.22,6.406,6.143,6.311,6.074,6.494,37.648
1875,6.07,6.248,6.166,6.347,6.042,6.564,37.437
2000,6.282,6.337,6.011,6.429,5.889,6.474,37.422
2125,6.234,6.259,6.35,6.31,5.91,6.591,37.654
2250,6.258,6.156,6.165,6.545,5.999,6.463,37.586
2375,6.121,6.346,6.128,6.323,5.961,6.729,37.608
2500,6.168,6.257,6.31,6.281,5.986,6.488,37.49
2625,6.118,6.322,6.101,6.343,5.783,6.715,37.382
2750,6.21,6.22,6.085,6.261,5.795,6.756,37.327
2875,6.411,6.288,6.115,6.418,5.937,6.448,37.617
3000,6.171,6.3,6.059,6.241,5.963,6.477,37.211
3125,6.193,6.44,5.967,6.308,6.121,6.741,37.77
3250,6.351,6.183,6.057,6.579,5.828,6.781,37.779
3375,6.169,6.134,6.305,6.414,6.263,6.699,37.984
3500,6.102,6.264,6.225,6.396,6.058,6.673,37.718
3625,6.252,6.308,6.093,6.494,6.017,6.701,37.865
3750,6.16,6.489,5.897,6.333,6.1,6.705,37.684
3875,6.182,6.218,6.117,6.428,6.022,6.669,37.636
4000,6.237,6.245,6.169,6.508,5.952,6.644,37.755
4125,6.224,6.213,6.174,6.514,6.063,6.821,38.009
4250,6.139,6.158,6.005,6.391,5.833,6.593,37.119
4375,6.272,6.333,6.313,6.271,6.096,6.582,37.867
4500,6.154,6.258,6.376,6.264,6.023,6.64,37.715
