time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.416,6.311,6.175,6.192,6.13,6.234,37.458
125,6.266,6.424,6.178,6.428,6.15,6.398,37.844
250,6.402,6.531,6.108,6.236,6.328,6.301,37.906
375,6.036,6.281,6.269,6.391,6.134,6.257,37.368
500,6.004,6.464,6.429,6.363,6.092,6.269,37.621
625,6.254,6.246,6.2,6.556,6.387,6.448,38.091
750,6.193,6.224,6.433,6.221,5.919,6.333,37.323
875,6.224,6.61,6.111,6.309,6.325,6.391,37.97
1000,6.219,6.369,6.383,6.388,6.129,6.44,37.928
1125,6.267,6.209,6.282,6.418,6.077,6.542,37.795
1250,6.483,6.266,6.277,6.433,6.239,6.452,38.15
1375,6.199,6.189,6.359,6.214,6.248,6.202,37.411
1500,6.243,6.243,6.274,6.437,6.127,6.229,37.553
1625,6.154,6.347,6.325,6.278,6.085,6.317,37.506
1750,6.264,6.129,6.299,6.206,6.187,6.423,37.508
1875,6.344,6.28,6.298,6.264,6.153,6.375,37.714
2000,6.313,6.363,6.316,6.357,6.044,6.506,37.899
2125,6.053,6.254,6.142,6.302,6.283,6.218,37.252
2250,6.303,6.309,6.211,6.512,6.123,6.497,37.955
2375,6.102,6.175,6.039,6.379,6.195,6.334,37.224
2500,6.149,6.38,6.392,6.327,6.225,6.482,37.955
2625,6.156,6.375,6.244,6.452,6.074,6.459,37.76
2750,6.417,6.352,6.516,6.182,6.179,6.413,38.059
2875,6.206,6.26,6.19,6.582,6.313,6.363,37.914
3000,6.068,6.575,6.231,6.123,6.393,6.336,37.726
3125,6.469,6.178,6.355,6.196,6.228,6.38,37.806
3250,6.275,6.313,6.241,6.406,6.1,6.558,37.893
3375,6.331,6.315,6.254,6.279,6.079,6.594,37.852
3500,6.117,6.221,6.382,6.168,6.213,6.289,37.39
3625,6.108,6.274,6.06,6.152,6.114,6.424,37.132
3750,6.154,6.307,6.344,6.439,6.263,6.533,38.04
3875,6.275,6.312,6.284,6.252,6.225,6.455,37.803
4000,6.238,6.291,6.187,6.401,6.186,6.282,37.585
4125,6.305,6.218,6.257,6.336,6.207,6.438,37.761
4250,6.307,6.332,6.286,6.428,6.174,6.26,37.787
4375,6.205,6.298,6.189,6.363,6.329,6.506,37.89
4500,6.279,6.031,6.268,6.395,6.062,6.376,37.411
4625,6.138,6.167,6.411,6.415,6.281,6.565,37.977
4750,6.194,6.121,6.318,6.346,6.17,6.576,37.725
4875,6.134,6.143,6.304,6.219,6.45,6.557,37.807
5000,6.104,6.351,6.422,6.359,6.308,6.399,37.943
5125,6.165,6.261,6.096,6.422,6.156,6.608,37.708
5250,6.233,6.337,6.234,6.177,6.261,6.402,37.644
5375,6.059,6.294,6.201,6.235,6.261,6.459,37.509
5500,6.141,6.134,6.259,6.291,6.184,6.362,37.371
5625,6.214,6.317,6.298,6.327,6.086,6.591,37.833
5750,6.285,6.232,6.34,6.157,6.266,6.277,37.557
5875,6.171,6.12,6.396,6.381,6.009,6.283,37.36
6000,6.194,6.155,6.269,6.309,6.286,6.553,37.766
6125,6.041,6.274,6.38,6.288,6.361,6.583,37.927
6250,6.247,6.269,6.158,6.477,6.327,6.516,37.994
6375,6.121,6.459,6.169,6.228,6.258,6.583,37.818
6500,6.283,6.382,6.031,6.251,6.249,6.608,37.804
6625,6.187,6.245,6.354,6.245,6.109,6.442,37.582
6750,6.141,6.257,6.347,6.238,6.262,6.572,37.817
6875,6.128,6.28,6.253,6.271,6.322,6.382,37.636
7000,6.112,6.279,6.281,6.378,6.135,6.315,37.5
7125,6.174,6.299,6.179,6.246,6.435,6.514,37.847
7250,6.16,6.264,6.345,6.232,6.252,6.545,37.798
7375,6.252,6.319,6.17,6.121,6.213,6.615,37.69
7500,6.157,6.432,6.207,6.386,6.303,6.357,37.842
7625,6.141,6.338,6.412,6.377,6.128,6.442,37.838
7750,6.159,6.184,6.353,6.503,6.361,6.488,38.048
7875,6.162,6.101,6.124,6.429,6.265,6.45,37.531
8000,5.883,6.153,6.311,6.34,6.268,6.463,37.418
8125,6.155,6.19,6.261,6.236,6.624,6.39,37.856
8250,6.089,6.223,6.357,6.407,6.133,6.312,37.521
8375,6.153,6.113,6.049,6.024,6.286,6.315,36.94
8500,6.305,6.348,6.397,6.386,6.295,6.233,37.964
8625,6.254,6.182,6.334,6.166,6.208,6.515,37.659
8750,6.262,6.043,6.294,6.384,6.234,6.428,37.645
8875,6.133,6.289,6.171,6.238,6.184,6.411,37.426
9000,6.231,6.173,6.35,6.329,6.305,6.438,37.826
9125,5.983,6.037,6.144,6.236,6.153,6.308,36.861
9250,6.079,6.305,6.239,6.135,6.258,6.573,37.589
9375,6.009,6.052,6.115,6.317,6.294,6.511,37.298
9500,6.066,6.115,6.331,6.281,6.081,6.528,37.402
9625,6.027,6.016,6.199,6.137,6.373,6.548,37.3
9750,6.188,6.23,6.334,6.253,6.314,6.661,37.98
9875,6.161,6.205,6.226,6.269,6.211,6.414,37.486
10000,6.077,6.312,6.056,6.349,6.362,6.558,37.714
10125,6.049,6.003,6.174,6.4,6.327,6.511,37.464
10250,6.259,6.147,6.201,6.392,6.222,6.612,37.833
10375,6.175,6.196,6.221,6.147,6.298,6.316,37.353
10500,6.124,6.273,6.41,6.263,6.242,6.494,37.806
10625,6.167,6.022,5.901,6.297,6.199,6.589,37.175
10750,6.088,6.193,6.193,6.359,6.343,6.326,37.502
10875,6.281,6.217,6.216,6.489,6.264,6.459,37.926
11000,6.125,6.257,6.185,6.323,6.182,6.511,37.583
11125,6.023,6.165,6.284,6.358,6.227,6.53,37.587
11250,6.049,5.973,6.269,6.232,6.245,6.559,37.327
11375,6.05,6.066,6.38,6.583,6.22,6.509,37.808
11500,6.025,6.064,6.306,6.289,6.336,6.718,37.738
11625,6.229,6.2,6.181,6.244,6.252,6.657,37.763
11750,6.018,6.236,6.145,5.749,6.322,6.661,37.131
11875,6.041,5.979,6.232,6.194,6.296,6.452,37.194
12000,6.125,6.145,5.81,6.495,6.462,6.457,37.494
12125,6.113,6.046,6.215,6.485,6.221,6.443,37.523
12250,6.129,6.095,6.337,6.33,6.377,6.721,37.989
12375,5.964,6.227,6.312,6.052,6.282,6.56,37.397
12500,5.911,6.242,6.03,6.375,6.299,6.694,37.551
12625,6.157,6.15,6.258,6.24,6.139,6.563,37.507
12750,6.269,6.084,6.178,6.246,6.341,6.625,37.743
12875,5.911,6.044,6.241,6.345,6.388,6.814,37.743
13000,6.1,6.021,6.121,6.309,6.489,6.469,37.509
13125,5.939,6.004,6.041,6.355,6.354,6.558,37.251
13250,6.053,6.041,6.287,6.447,6.416,6.542,37.786
13375,6.181,6.035,6.324,6.297,6.46,6.637,37.934
13500,6.022,6.201,6.018,6.355,6.355,6.586,37.537
13625,6.24,6.131,5.92,6.169,6.297,6.404,37.161
13750,5.908,6.003,6.213,6.165,6.113,6.563,36.965
13875,5.907,6.127,6.088,6.178,6.41,6.598,37.308
14000,5.954,6.23,6.217,6.204,6.334,6.51,37.449
14125,6.015,6.141,6.283,6.213,6.337,6.448,37.437
14250,6.018,6.003,5.991,6.314,6.267,6.673,37.266
14375,5.995,6.07,6.078,6.367,6.175,6.463,37.148
14500,6.136,6.002,6.248,6.413,6.157,6.61,37.566
14625,6.112,6.148,6.241,6.256,6.316,6.437,37.51
14750,5.957,6.17,6.236,6.065,6.222,6.677,37.327
14875,6.086,6.026,6.211,6.329,6.004,6.401,37.057
15000,6.152,6.103,6.223,6.207,6.338,6.497,37.52
15125,6.039,6.006,6.307,6.271,6.245,6.478,37.346
15250,5.998,6.221,6.211,6.332,6.23,6.501,37.493
15375,5.758,6.159,6.25,6.133,6.462,6.589,37.351
15500,6.07,6.122,6.064,6.151,6.362,6.628,37.397
15625,6.064,6.046,6.198,6.215,6.389,6.685,37.597
15750,6.118,6.017,6.124,6.315,6.193,6.341,37.108
15875,6.034,6.114,6.054,6.272,6.449,6.645,37.568
16000,5.9,6.173,6.228,6.343,6.39,6.652,37.686
16125,5.996,5.946,6.341,6.282,6.572,6.545,37.682
16250,5.866,5.965,6.007,6.325,6.123,6.604,36.89
16375,5.817,6.235,6.058,6.327,6.314,6.443,37.194
16500,6.136,6.153,6.253,6.33,6.171,6.707,37.75
16625,5.984,5.925,6.108,6.213,6.189,6.557,36.976
16750,5.747,6.036,6.219,6.162,6.296,6.612,37.072
16875,5.86,5.956,6.16,6.089,6.272,6.632,36.969
17000,5.939,6.064,6.316,6.186,6.42,6.567,37.492
17125,5.821,6.019,6.302,6.288,6.311,6.425,37.166
17250,5.802,6.05,6.188,6.064,6.24,6.409,36.753
17375,5.868,5.886,6.073,6.277,6.498,6.837,37.439
17500,5.929,5.962,6.249,6.253,6.391,6.556,37.34
17625,6.055,6.087,6.166,6.273,6.299,6.494,37.374
17750,6.046,6.179,6.083,6.14,7.012,6.607,38.067
17875,5.943,6.111,6.186,6.222,6.297,6.475,37.234
18000,5.963,6.14,6.238,6.62,6.255,6.74,37.956
18125,6.14,5.97,6.062,6.367,6.362,6.546,37.447
18250,5.969,5.89,6.177,6.227,6.325,6.37,36.958
18375,6.018,6.061,5.956,6.134,6.289,6.503,36.961
18500,6.051,6.139,6.05,6.074,6.379,6.739,37.432
18625,5.821,6.01,6.347,6.189,6.446,6.581,37.394
18750,5.945,6.084,6.258,6.222,6.339,6.715,37.563
18875,6.013,6.147,6.223,6.207,6.425,6.535,37.55
19000,6.009,5.752,6.271,6.15,6.396,6.464,37.042
19125,5.79,5.899,6.113,6.232,6.262,6.732,37.028
19250,5.833,6.116,6.219,6.405,6.154,6.638,37.365
19375,5.916,6.105,6.259,6.172,6.386,6.613,37.451
19500,5.931,6.116,6.137,6.286,6.474,6.654,37.598
19625,5.901,5.772,6.19,6.255,6.3,6.512,36.93
19750,5.99,5.94,6.263,6.285,6.411,6.626,37.515
19875,5.914,6.018,6.126,6.197,6.265,6.559,37.079
20000,5.69,5.995,6.263,6.23,6.367,6.497,37.042
20125,5.811,5.957,6.319,6.185,6.481,6.726,37.479
20250,5.978,5.863,6.13,6.314,6.459,6.721,37.465
20375,5.728,5.942,6.228,6.421,6.418,6.445,37.182
20500,5.937,5.952,6.146,6.417,6.273,6.591,37.316
20625,6.012,5.793,6.188,6.321,6.382,6.493,37.189
20750,5.789,5.887,6.098,6.351,6.152,6.681,36.958
20875,5.951,5.916,6.315,6.158,6.375,6.582,37.297
21000,5.859,5.955,6.377,6.313,6.328,6.852,37.684
21125,5.893,5.817,6.236,6.229,6.426,6.871,37.472
21250,5.807,6.099,6.281,6.033,6.477,6.554,37.251
21375,5.901,5.953,6.085,6.244,6.413,6.695,37.291
21500,5.881,5.845,6.05,6.222,6.456,6.595,37.049
21625,5.984,5.953,6.221,6.194,6.379,6.699,37.43
21750,5.681,5.903,5.988,6.462,6.493,6.784,37.311
21875,6.015,5.862,6.001,6.234,6.372,6.657,37.141
22000,5.572,5.976,6.188,6.167,6.324,6.564,36.791
22125,5.918,5.734,6.107,6.48,6.337,6.538,37.114
22250,5.955,5.976,6.075,6.35,6.369,6.706,37.431
22375,5.865,5.678,6.262,6.44,6.416,6.755,37.416
22500,5.671,6.022,6.165,6.418,6.535,6.786,37.597
