time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.129,6.282,6.245,6.266,6.179,6.393,37.494
125,6.135,6.4,6.04,6.333,6.085,6.225,37.218
250,6.312,6.21,6.14,6.418,6.11,6.456,37.646
375,6.186,6.061,6.189,6.551,6.022,6.255,37.264
500,6.226,6.318,6.339,6.142,5.973,6.475,37.473
625,6.23,6.331,6.338,6.511,6.228,6.494,38.132
750,6.512,6.258,6.255,6.366,6.051,6.596,38.038
875,6.298,6.141,6.403,6.307,6.169,6.467,37.785
1000,6.301,6.272,6.422,6.493,6.12,6.36,37.968
1125,6.349,6.232,6.19,6.29,6.06,6.383,37.504
1250,6.319,6.197,6.366,6.32,6.186,6.361,37.749
1375,6.164,6.389,6.225,6.231,6.202,6.695,37.906
1500,6.21,6.233,6.236,6.385,6.297,6.548,37.909
1625,6.256,6.327,6.191,6.209,6.255,6.269,37.507
1750,6.318,6.413,6.238,6.387,6.329,6.333,38.018
1875,6.076,6.368,6.202,6.523,6.082,6.792,38.043
2000,6.339,6.324,6.194,6.097,6.078,6.533,37.565
2125,6.159,6.365,6.349,6.38,6.396,6.554,38.203
2250,6.314,6.337,6.289,6.466,6.102,6.392,37.9
2375,6.045,6.18,6.277,6.354,6.202,6.36,37.418
2500,6.308,6.182,6.13,6.252,6.252,6.61,37.734
2625,6.301,6.317,6.41,6.291,5.996,6.316,37.631
2750,6.457,6.345,6.365,6.199,6.331,6.355,38.052
2875,6.363,6.172,6.209,6.469,6.265,6.51,37.988
3000,6.194,6.182,6.197,6.356,6.115,6.348,37.392
3125,6.157,6.167,6.313,6.524,6.287,6.314,37.762
3250,6.292,6.076,6.25,6.031,6.201,6.409,37.259
3375,6.303,5.322,6.244,6.169,5.987,6.49,36.515
3500,6.318,6.44,6.426,6.316,6.098,6.461,38.059
3625,6.151,6.085,6.286,6.268,6.051,6.43,37.271
3750,6.064,6.062,6.267,6.334,6.296,6.545,37.568
3875,6.265,6.215,6.16,6.328,6.141,6.62,37.729
4000,6.168,6.108,6.175,6.258,6.106,6.429,37.244
4125,6.344,6.227,6.201,6.285,6.215,6.367,37.639
4250,6.345,6.164,6.356,6.216,6.148,6.529,37.758
4375,6.397,6.023,6.103,6.241,6.183,6.357,37.304
4500,6.829,6.302,6.13,6.117,6.316,6.471,38.165
4625,6.299,5.993,6.334,6.294,6.122,6.427,37.469
4750,6.253,6.161,6.184,6.412,6.078,6.427,37.515
4875,6.339,6.324,6.377,6.372,5.959,6.471,37.842
5000,6.115,6.377,6.314,6.25,6.024,6.58,37.66
5125,6.052,6.199,6.151,6.386,6.184,6.446,37.418
5250,6.288,6.164,6.067,6.269,6.054,6.219,37.061
5375,6.267,6.292,6.249,6.468,6.117,6.39,37.783
5500,6.228,6.259,6.434,6.453,6.339,6.616,38.329
5625,6.08,6.128,6.116,6.359,6.211,6.393,37.287
5750,6.296,6.021,6.275,6.308,6.434,6.689,38.023
5875,6.27,6.143,6.237,6.342,6.238,6.412,37.642
6000,6.295,6.049,6.27,6.396,6.212,6.416,37.638
6125,6.202,6.168,6.279,6.305,6.131,6.578,37.663
6250,6.266,6.252,6.249,6.27,6.083,6.408,37.528
6375,6.082,6.391,6.195,6.551,6.224,6.596,38.039
6500,6.071,6.073,6.194,6.305,6.205,6.319,37.167
6625,6.183,6.135,6.032,6.409,6.245,6.397,37.401
6750,6.124,6.228,6.065,6.398,6.255,6.408,37.478
6875,6.104,6.236,6.125,6.233,6.217,6.629,37.544
7000,6.369,6.247,6.242,6.229,6.345,6.339,37.771
7125,6.302,6.099,6.247,6.291,6.364,6.555,37.858
7250,5.872,6.248,6.266,6.166,6.281,6.458,37.291
7375,6.223,6.353,6.218,6.271,6.217,6.314,37.596
7500,6.191,6.142,6.339,6.414,6.162,6.592,37.84
