time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.273,6.27,6.181,6.383,5.492,6.588,37.187
125,6.279,6.359,6.007,6.516,5.983,6.823,37.967
250,6.489,6.356,6.18,6.498,5.702,6.891,38.116
375,6.107,6.431,6.205,6.579,5.716,6.869,37.907
500,6.187,6.438,6.014,6.333,5.918,6.793,37.683
625,6.216,6.404,6.109,6.502,5.845,6.789,37.865
750,6.114,6.281,6.251,6.431,5.691,6.829,37.597
875,6.247,6.265,6.139,6.358,5.741,6.834,37.584
1000,6.272,6.349,6.122,6.473,5.552,6.901,37.669
1125,6.277,6.516,5.875,6.281,5.832,6.727,37.508
1250,6.104,6.342,6.028,6.527,5.95,6.73,37.681
1375,6.247,6.292,6.048,6.314,5.823,6.865,37.589
1500,6.193,6.353,6.167,6.453,5.975,6.722,37.863
1625,6.214,6.42,6.194,6.393,5.648,6.604,37.473
1750,6.183,6.005,6.093,6.436,5.791,6.715,37.223
1875,6.324,6.46,6.142,6.341,5.862,6.88,38.009
2000,6.43,6.203,5.982,6.495,5.979,7.122,38.211
2125,6.189,6.443,5.981,6.553,6.311,6.752,38.229
2250,6.274,6.338,6.025,6.495,5.91,6.783,37.825
2375,6.424,6.283,6.187,6.491,5.783,6.837,38.005
2500,6.317,6.275,6.068,6.668,5.885,6.766,37.979
2625,6.234,6.195,6.008,6.415,5.787,6.943,37.582
2750,6.034,6.265,6.015,6.553,5.903,6.789,37.559
2875,6.086,6.125,6.089,6.535,5.542,6.833,37.21
3000,6.27,6.175,6.136,6.767,5.781,6.947,38.076
3125,6.067,6.262,5.941,6.388,5.719,6.925,37.302
3250,6.087,6.272,6.162,6.377,5.886,6.926,37.71
3375,6.23,6.321,5.978,6.497,5.805,6.808,37.639
3500,6.288,6.216,6.11,6.447,5.87,7.009,37.94
3625,6.142,6.296,5.96,6.355,5.916,6.738,37.407
3750,6.054,6.345,6.008,6.32,5.76,7.038,37.525
3875,6.228,6.216,6.145,6.462,5.646,6.814,37.511
4000,6.256,6.225,6.128,6.518,5.912,6.947,37.986
4125,6.538,6.082,6.19,6.673,6.004,6.881,38.368
4250,6.142,6.191,6.01,6.448,5.925,6.939,37.655
4375,6.14,6.331,6.209,6.573,5.842,6.825,37.92
4500,6.037,6.285,6.101,6.264,5.743,6.795,37.225
4625,6.267,6.231,6.219,6.485,5.927,7.072,38.201
4750,6.086,6.26,6.042,6.41,5.873,7.047,37.718
4875,6.114,6.089,5.947,6.526,5.968,6.889,37.533
5000,6.193,6.182,5.959,6.262,5.87,6.939,37.405
5125,5.981,6.08,5.945,6.369,5.874,6.754,37.003
5250,6.041,6.306,6.087,6.434,5.909,6.808,37.585
5375,6.28,6.444,6.077,6.364,5.779,6.739,37.683
5500,6.211,6.38,6.025,6.168,5.724,6.883,37.391
5625,6.248,6.445,6.13,6.373,5.919,7.076,38.191
5750,6.085,6.068,6.077,6.396,5.901,6.806,37.333
5875,6.174,6.151,6.123,6.442,5.842,6.887,37.619
6000,6.241,6.295,6.11,6.482,5.53,6.976,37.634
6125,6.168,6.318,6.157,6.393,5.841,6.867,37.744
6250,6.257,6.305,6.126,6.366,5.845,6.854,37.753
6375,6.079,6.167,5.97,6.572,5.763,6.881,37.432
6500,6.315,6.338,6.129,6.494,5.967,6.952,38.195
6625,6.246,6.167,6.114,6.467,5.799,6.816,37.609
6750,5.993,6.097,6.336,6.504,6.048,6.76,37.738
6875,6.047,6.239,6.081,6.457,5.883,6.977,37.684
7000,6.145,6.122,6.335,6.545,5.839,6.782,37.768
7125,6.255,6.307,6.131,6.342,5.844,6.918,37.797
7250,6.152,6.229,6.186,6.564,5.899,6.752,37.782
7375,6.179,6.167,6.351,6.707,5.737,7.095,38.236
7500,6.057,5.992,6.199,6.556,5.841,6.921,37.566
7625,6.133,6.196,6.138,6.387,5.818,6.933,37.605
7750,6.091,6.172,5.98,6.637,5.931,6.98,37.791
7875,6.193,6.073,6.024,6.596,6.101,6.927,37.914
8000,6.106,6.241,6.029,6.372,5.832,6.771,37.351
8125,6.295,6.441,5.82,6.477,5.851,7.042,37.926
8250,6.271,6.251,5.925,6.323,5.924,6.891,37.585
8375,6.207,6.177,6.085,6.469,5.967,6.712,37.617
8500,6.074,6.15,6.105,6.568,5.775,7.155,37.827
8625,6.069,6.248,6.122,6.494,5.805,6.995,37.733
8750,5.962,6.027,6.057,6.492,5.983,7.048,37.569
8875,5.936,6.278,6.137,6.478,5.812,6.816,37.457
9000,6.005,6.119,6.273,6.448,5.924,7.024,37.793
9125,6.088,6.179,6.191,6.422,6.119,6.826,37.825
9250,5.995,6.091,5.998,6.536,5.87,6.937,37.427
9375,6.398,6.171,5.97,6.493,5.819,6.88,37.731
9500,6.089,6.263,6.373,6.453,6.02,7.037,38.235
9625,6.147,6.151,6.148,6.375,5.771,6.891,37.483
9750,5.795,6.035,6.158,6.359,6.046,6.856,37.249
9875,5.87,6.094,6.221,6.413,5.888,6.864,37.35
10000,5.978,6.234,6.056,6.251,5.74,6.731,36.99
10125,5.889,6.078,6.158,6.295,6.096,6.882,37.398
10250,6.05,5.882,6.081,6.466,5.941,6.899,37.319
10375,5.973,6.012,6.161,6.437,5.821,7.027,37.431
10500,6.135,6.091,6.015,6.415,6.035,6.93,37.621
10625,6.118,6.219,5.859,6.565,5.827,7.004,37.592
10750,5.926,6.073,6.138,6.432,5.818,6.938,37.325
10875,6.245,5.886,6.142,6.556,5.825,7.114,37.768
11000,6.108,6.083,5.972,6.537,6.089,7.166,37.955
11125,6.144,6.21,6.097,6.344,5.784,7.007,37.586
11250,5.963,6.055,6.212,6.393,5.884,6.816,37.323
11375,6.266,6.069,6.262,6.401,5.832,6.721,37.551
11500,6.132,6.112,6.229,6.323,6.07,7.099,37.965
11625,6.112,5.995,6.198,6.347,5.862,7.042,37.556
11750,5.891,5.977,6.029,6.262,5.802,7.161,37.122
11875,5.915,5.863,6.084,6.413,5.899,7.027,37.201
12000,5.983,6.069,6.005,6.373,5.981,6.96,37.371
12125,6.077,5.892,5.992,6.314,5.936,6.922,37.133
12250,6.031,6.145,6.035,6.539,5.739,6.877,37.366
12375,6.067,5.984,6.102,6.565,5.872,6.879,37.469
12500,5.894,6.06,6.018,6.398,6.128,7.013,37.511
12625,6.221,6.034,5.975,6.388,6.042,7.047,37.707
12750,5.912,6.114,6.122,6.391,5.958,7.02,37.517
12875,6.005,5.974,6.185,6.259,6.019,7.037,37.479
13000,6.015,6.089,6.126,6.649,5.785,7.099,37.763
13125,5.959,6.105,5.975,6.301,5.915,7.094,37.349
13250,5.898,6.116,6.131,6.434,5.74,7.105,37.424
13375,5.905,5.745,6.131,6.53,6.031,6.904,37.246
13500,5.982,6.141,6.042,6.376,6.058,7.0,37.599
13625,6.017,5.958,6.145,6.451,5.84,7.027,37.438
13750,5.989,6.161,5.933,6.51,5.886,7.045,37.524
13875,5.927,6.119,5.789,6.419,5.919,7.084,37.257
14000,6.098,6.14,5.909,6.376,5.964,7.148,37.635
14125,5.934,5.907,5.974,6.537,6.118,7.265,37.735
14250,6.0,6.027,6.168,6.645,5.862,7.017,37.719
14375,6.037,5.856,6.107,6.422,5.909,6.913,37.244
14500,5.883,5.805,6.126,6.385,5.898,6.279,36.376
14625,6.023,6.043,6.006,6.651,6.027,6.911,37.661
14750,5.985,5.891,6.21,6.41,5.885,6.939,37.32
14875,5.968,6.021,6.068,6.197,5.855,7.058,37.167
15000,5.832,6.037,6.173,6.729,5.864,6.976,37.611
15125,5.819,6.142,6.124,6.602,5.809,6.935,37.431
15250,5.808,5.905,6.007,6.47,6.047,7.122,37.359
15375,5.908,5.937,6.155,6.427,6.082,6.97,37.479
15500,5.875,6.146,6.07,6.457,6.043,6.962,37.553
15625,5.817,5.955,6.127,6.43,5.985,6.96,37.274
15750,5.904,5.886,6.096,6.499,6.004,7.058,37.447
15875,5.968,5.937,6.095,6.302,6.014,7.107,37.423
16000,6.171,5.816,6.121,6.458,5.858,7.097,37.521
16125,5.875,6.041,5.934,6.5,5.968,7.042,37.36
16250,5.902,6.029,5.978,6.475,5.889,7.025,37.298
16375,5.884,6.239,6.096,6.32,5.88,7.157,37.576
16500,5.732,5.954,6.278,6.438,5.987,7.016,37.405
16625,6.081,5.934,5.963,6.453,6.077,6.988,37.496
16750,5.799,5.786,5.886,6.359,5.911,7.1,36.841
16875,5.796,6.135,6.245,6.407,6.066,7.104,37.753
17000,5.875,5.904,6.025,6.355,6.021,6.999,37.179
17125,5.61,5.863,5.946,6.439,5.853,7.287,36.998
17250,5.692,5.854,5.856,6.391,6.02,7.095,36.908
17375,5.957,6.096,6.135,6.382,5.891,7.041,37.502
17500,5.825,5.984,6.05,6.327,5.99,6.973,37.149
17625,5.815,5.924,6.06,6.536,6.126,7.132,37.593
17750,5.62,5.896,6.012,6.26,6.013,6.816,36.617
17875,5.774,5.805,6.057,6.406,6.168,6.911,37.121
18000,5.855,5.926,5.954,6.336,6.157,6.963,37.191
18125,5.698,5.934,5.794,6.396,6.041,7.168,37.031
18250,5.895,5.97,5.959,6.301,6.126,7.151,37.402
18375,5.774,5.827,5.972,6.465,6.059,7.146,37.243
18500,5.825,6.044,5.999,6.412,5.934,6.997,37.211
18625,6.047,5.953,5.946,6.296,6.023,7.156,37.421
18750,5.683,6.125,6.095,6.458,6.03,7.052,37.443
18875,5.637,5.992,6.059,6.335,5.944,7.079,37.046
19000,5.893,5.967,5.948,6.395,6.084,7.107,37.394
19125,5.771,6.038,6.019,6.518,6.018,7.133,37.497
19250,5.794,5.922,6.105,6.562,5.889,6.902,37.174
19375,5.664,5.89,5.958,6.371,5.95,6.872,36.705
19500,5.696,5.966,6.146,6.487,6.268,7.304,37.867
19625,5.846,6.009,6.034,6.285,6.036,7.02,37.23
19750,5.864,5.777,6.276,6.366,5.891,7.062,37.236
19875,5.622,5.818,5.904,6.449,6.025,7.069,36.887
20000,5.838,5.866,5.945,6.407,6.114,7.17,37.34
20125,5.69,5.692,6.031,6.372,6.035,7.031,36.851
20250,5.827,5.824,5.909,6.457,6.107,7.199,37.323
20375,5.659,5.855,6.167,6.394,5.948,6.944,36.967
20500,5.709,5.906,5.819,6.677,6.201,7.37,37.682
20625,5.908,5.89,5.981,7.249,5.99,7.114,38.132
20750,5.714,5.856,5.852,6.358,6.269,7.025,37.074
20875,5.687,5.928,6.082,6.379,5.982,7.31,37.368
21000,5.775,5.971,6.1,6.438,5.903,7.019,37.206
21125,5.733,5.837,5.951,6.436,5.91,7.424,37.291
21250,5.823,5.709,6.105,6.424,6.132,7.18,37.373
21375,5.87,5.928,5.901,6.431,6.076,7.187,37.393
21500,5.641,5.811,6.137,6.504,6.088,7.198,37.379
21625,5.832,5.77,6.126,6.484,6.14,7.102,37.454
21750,5.968,5.645,6.018,6.369,6.099,7.097,37.196
21875,5.831,5.816,5.903,6.462,6.175,7.119,37.306
22000,5.801,5.636,6.05,6.402,6.013,7.064,36.966
22125,5.836,5.76,5.908,6.311,6.043,7.365,37.223
22250,5.632,5.837,6.22,6.449,6.048,7.085,37.271
22375,5.685,5.766,5.873,6.319,6.241,7.217,37.101
22500,5.577,5.885,6.072,6.409,6.119,7.177,37.239
22625,5.816,5.898,5.934,6.272,6.219,6.919,37.058
22750,5.813,5.73,6.062,6.304,5.906,7.319,37.134
22875,5.776,5.846,6.057,6.375,6.117,7.099,37.27
23000,5.565,5.742,6.011,6.443,6.014,7.249,37.024
23125,5.645,5.804,6.037,6.232,6.184,7.267,37.169
23250,5.732,5.87,6.043,6.313,5.935,7.18,37.073
23375,5.446,5.812,6.032,6.367,6.348,7.067,37.072
23500,5.577,5.813,6.138,6.419,6.076,7.228,37.251
23625,5.69,5.897,6.178,6.27,6.226,7.093,37.354
23750,5.601,5.625,5.971,6.227,6.097,7.41,36.931
23875,5.773,5.693,6.106,6.378,6.037,7.319,37.306
24000,5.818,5.673,6.086,6.48,6.146,7.008,37.211
24125,5.516,5.7,5.974,6.272,6.022,7.169,36.653
24250,5.753,5.784,6.123,6.367,6.301,7.423,37.751
24375,5.508,5.86,5.962,6.281,6.194,7.191,36.996
24500,5.662,5.647,5.942,6.363,6.007,7.263,36.884
24625,5.579,5.697,6.054,6.439,6.142,7.321,37.232
24750,5.549,6.024,6.181,6.39,6.143,7.214,37.501
24875,5.582,5.68,5.847,6.188,5.946,7.214,36.457
25000,5.933,5.565,6.064,6.332,6.202,7.161,37.257
25125,5.587,5.646,5.969,6.365,6.217,7.149,36.933
25250,5.604,5.617,5.822,6.188,6.175,7.407,36.813
25375,5.456,5.599,6.042,6.247,6.102,7.166,36.612
25500,5.435,5.665,5.91,6.291,6.191,7.159,36.651
25625,5.54,5.815,6.093,6.426,6.229,7.22,37.323
25750,5.676,5.639,5.983,6.421,6.0,7.157,36.876
25875,5.563,5.64,5.901,6.174,6.138,7.357,36.773
26000,5.57,5.593,6.021,6.384,5.962,7.166,36.696
26125,5.725,5.677,6.069,6.335,6.09,7.274,37.17
26250,5.568,5.653,6.169,6.327,6.135,7.243,37.095
26375,5.431,5.639,6.068,6.298,6.124,7.192,36.752
26500,5.582,5.045,5.962,6.364,6.212,7.317,36.482
26625,5.524,5.811,5.875,6.154,6.077,7.368,36.809
26750,5.604,5.703,5.96,6.408,6.299,7.272,37.246
26875,5.416,5.69,5.898,6.4,6.03,7.38,36.814
27000,5.575,5.66,5.825,6.216,6.157,7.175,36.608
27125,5.583,5.659,6.255,6.327,6.288,7.345,37.457
27250,5.604,5.668,5.961,6.169,6.113,7.337,36.852
27375,5.77,5.634,6.001,6.211,6.252,7.263,37.131
27500,5.516,5.85,5.842,6.392,6.27,7.286,37.156
27625,5.511,5.655,6.128,6.293,6.002,7.21,36.799
27750,5.646,5.516,5.916,6.266,6.297,7.379,37.02
27875,5.661,5.429,5.86,6.621,6.269,7.256,37.096
28000,5.545,5.8,5.874,6.345,6.201,7.341,37.106
28125,5.601,5.588,5.901,6.135,6.298,7.333,36.856
28250,5.468,5.62,6.052,6.348,6.136,7.196,36.82
28375,5.363,5.438,6.159,6.4,6.273,7.391,37.024
28500,5.578,5.709,6.023,6.196,6.287,7.25,37.043
28625,5.567,5.519,6.203,6.318,6.088,7.424,37.119
28750,5.41,5.637,5.987,6.335,6.186,7.123,36.678
28875,5.465,5.577,6.029,6.366,6.216,7.164,36.817
29000,5.383,5.496,6.076,6.381,6.169,7.35,36.855
29125,5.549,5.401,6.005,6.206,6.12,7.486,36.767
29250,5.678,5.547,6.068,6.169,6.181,7.41,37.053
29375,5.453,5.625,6.06,6.345,6.274,7.276,37.033
29500,5.659,5.652,5.884,6.464,6.296,7.351,37.306
29625,5.339,5.498,6.112,6.472,6.342,7.246,37.009
29750,5.568,5.423,6.041,6.433,6.122,7.383,36.97
29875,5.428,5.503,5.982,6.396,6.202,7.522,37.033
