time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.493,6.144,6.298,6.11,6.038,6.387,37.47
125,6.454,6.182,6.129,6.303,6.206,6.625,37.899
250,6.429,6.316,6.349,6.408,5.96,6.312,37.774
375,6.366,5.944,6.158,6.336,6.05,6.512,37.366
500,6.537,6.112,6.293,6.488,6.081,6.627,38.138
625,6.377,5.898,6.252,6.487,6.085,6.621,37.72
750,6.543,6.184,6.245,6.378,6.187,6.336,37.873
875,6.547,6.169,6.218,6.231,6.256,6.557,37.978
1000,6.397,6.265,6.165,6.3,6.231,6.374,37.732
1125,6.376,6.343,6.06,6.545,5.792,6.56,37.676
1250,6.408,6.269,6.076,6.164,6.194,6.584,37.695
1375,6.509,6.473,6.069,6.524,6.154,6.457,38.186
1500,6.324,6.199,6.16,6.448,6.027,6.43,37.588
1625,6.372,6.063,6.334,6.43,5.894,6.561,37.654
1750,6.356,6.115,6.179,6.349,6.149,6.513,37.661
1875,6.559,6.239,6.185,6.361,6.187,6.501,38.032
2000,6.541,5.975,6.368,6.512,6.088,6.663,38.147
2125,6.532,6.014,6.139,6.342,6.048,6.582,37.657
2250,6.404,5.998,6.104,6.448,6.003,6.47,37.427
2375,6.5,5.986,6.321,6.225,6.102,6.151,37.285
2500,6.51,6.156,6.283,6.402,6.199,6.505,38.055
2625,6.64,6.051,6.221,6.292,6.152,6.522,37.878
2750,6.321,5.937,6.256,6.202,6.14,6.508,37.364
2875,6.306,6.187,6.451,6.442,6.013,6.548,37.947
3000,6.334,6.076,6.213,6.332,6.337,6.508,37.8
3125,6.345,6.061,6.102,6.445,6.095,6.509,37.557
3250,6.323,6.067,6.342,6.287,6.087,6.4,37.506
3375,6.402,6.264,6.092,6.468,5.992,6.547,37.765
3500,6.391,6.002,6.165,6.547,6.131,6.476,37.712
3625,6.402,6.195,6.276,6.451,6.103,6.484,37.911
3750,6.29,5.859,6.35,6.386,6.036,6.579,37.5
3875,6.401,6.198,6.134,6.553,6.151,6.44,37.877
4000,6.112,6.103,6.363,6.387,6.058,6.568,37.591
4125,6.559,5.918,6.158,5.92,6.114,6.685,37.354
4250,6.353,6.227,6.207,6.361,6.047,6.477,37.672
4375,6.506,5.992,6.113,6.251,6.132,6.593,37.587
4500,6.347,6.143,6.214,6.326,6.077,6.447,37.554
4625,6.468,6.025,6.161,6.207,6.172,6.615,37.648
4750,6.474,5.988,6.311,6.375,6.024,6.451,37.623
4875,6.231,6.085,6.187,6.354,6.243,6.672,37.772
5000,6.255,6.106,6.202,6.247,6.074,6.529,37.413
5125,6.331,6.072,6.141,6.433,6.07,6.542,37.589
5250,6.543,6.154,6.379,6.372,6.11,6.535,38.093
5375,6.386,6.09,6.151,6.398,6.268,6.446,37.739
5500,6.345,5.984,6.129,6.383,6.102,6.443,37.386
5625,6.244,6.192,6.311,6.351,6.155,6.526,37.779
5750,6.188,6.096,6.075,6.498,6.031,6.582,37.47
5875,6.405,5.877,6.191,6.301,6.175,6.367,37.316
6000,6.294,6.119,6.293,6.243,6.13,6.415,37.494
6125,6.486,6.058,6.156,6.388,6.008,6.756,37.852
6250,6.345,6.005,6.336,6.337,6.092,6.534,37.649
6375,6.414,5.925,6.334,6.334,6.046,6.52,37.573
6500,6.275,6.014,6.239,6.344,6.156,6.692,37.72
6625,6.44,5.917,6.036,6.313,6.282,6.497,37.485
6750,6.373,6.193,6.105,6.118,6.241,6.475,37.505
