time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.211,6.24,6.343,6.247,6.413,6.212,37.666
125,6.548,6.163,6.278,6.15,6.306,6.326,37.771
250,6.272,6.234,6.287,6.302,6.559,6.206,37.86
375,6.256,6.157,6.289,6.315,6.416,6.084,37.517
500,6.63,6.073,6.418,6.485,6.384,6.114,38.104
625,6.478,6.186,6.34,6.332,6.522,6.171,38.029
750,6.576,6.033,6.291,6.296,6.501,6.099,37.796
875,6.465,6.257,6.287,6.194,6.289,6.087,37.579
1000,6.521,6.021,6.211,6.15,6.473,6.114,37.49
1125,6.4,6.214,6.283,6.436,6.109,6.235,37.677
1250,6.599,6.016,6.311,6.221,6.254,6.317,37.718
1375,6.225,6.043,6.406,6.277,6.373,6.155,37.479
1500,6.413,6.13,6.312,6.33,6.472,5.943,37.6
1625,6.317,6.217,6.274,6.185,6.381,6.124,37.498
1750,6.467,6.278,6.29,6.269,6.502,6.149,37.955
1875,6.304,6.035,6.241,6.216,6.391,6.052,37.239
2000,6.413,5.914,6.361,6.157,6.451,6.226,37.522
2125,6.309,6.127,6.113,6.255,6.375,6.271,37.45
2250,6.513,5.991,6.376,6.241,6.407,6.374,37.902
2375,6.375,6.105,6.417,6.261,6.368,6.311,37.837
2500,6.491,6.344,6.351,6.379,6.451,6.028,38.044
2625,6.352,6.148,6.286,6.163,6.293,6.299,37.541
2750,6.469,6.032,6.45,6.282,6.471,6.183,37.887
2875,6.504,5.991,6.194,6.365,6.414,6.155,37.623
3000,6.174,6.127,6.212,6.444,6.562,6.078,37.597
3125,6.378,6.109,6.285,6.327,6.438,6.125,37.662
3250,6.521,6.193,6.287,6.128,6.365,6.022,37.516
3375,6.482,6.115,6.373,6.221,6.44,6.088,37.719
3500,6.438,6.099,6.215,6.368,6.39,6.16,37.67
3625,6.385,6.064,6.142,6.286,6.379,6.442,37.698
3750,6.333,5.941,6.412,6.347,6.459,6.237,37.729
3875,6.097,5.986,6.358,6.268,6.497,6.246,37.452
4000,6.262,6.174,6.288,6.257,6.12,6.044,37.145
4125,6.332,6.062,6.198,6.077,6.234,6.168,37.071
4250,6.281,6.086,6.496,6.34,6.492,6.168,37.863
4375,6.365,6.064,6.257,6.356,6.448,6.401,37.891
4500,6.464,6.11,6.265,6.257,6.489,6.182,37.767
4625,6.418,6.166,6.231,6.35,6.315,6.292,37.772
4750,6.352,6.036,6.353,6.173,6.343,6.274,37.531
4875,6.286,6.107,6.165,6.157,6.439,6.22,37.374
5000,6.427,6.079,6.341,6.215,6.386,6.285,37.733
5125,6.321,6.02,6.384,6.224,6.399,6.144,37.492
5250,6.284,6.017,6.263,6.308,6.538,6.302,37.712
5375,6.475,6.18,6.337,6.137,6.154,6.181,37.464
5500,6.34,6.067,6.331,6.176,6.292,6.055,37.261
5625,6.339,6.19,6.365,6.241,6.574,6.352,38.061
5750,6.336,6.069,6.162,6.312,6.593,6.107,37.579
5875,6.429,6.085,6.414,6.151,6.454,6.311,37.844
6000,6.284,5.965,6.325,6.296,6.422,6.298,37.59
6125,6.282,6.099,6.253,6.171,6.237,6.41,37.452
6250,6.212,6.003,6.526,6.094,6.473,6.346,37.654
6375,6.199,6.008,6.129,6.015,6.405,6.252,37.008
6500,6.307,5.986,6.572,6.213,6.448,6.196,37.722
6625,6.365,6.139,6.374,6.43,6.604,6.332,38.244
6750,6.126,6.01,6.331,6.242,6.391,6.305,37.405
6875,6.263,6.093,6.254,6.199,6.484,6.213,37.506
7000,6.395,6.099,6.174,6.253,6.462,6.361,37.744
7125,6.221,5.893,6.348,6.314,6.595,6.288,37.659
7250,6.392,5.895,6.076,6.217,6.447,6.066,37.093
7375,6.339,6.044,6.338,6.218,6.672,6.205,37.816
7500,6.448,6.061,6.441,6.175,6.533,6.257,37.915
7625,6.28,5.998,6.324,6.078,6.445,6.243,37.368
7750,6.256,6.091,6.289,6.245,6.554,6.415,37.85
7875,6.325,6.059,6.127,6.268,6.363,6.171,37.313
8000,6.19,6.179,6.377,6.295,6.432,6.369,37.842
8125,6.176,5.732,6.296,6.209,6.621,6.215,37.249
8250,6.191,5.794,6.307,6.174,6.377,6.421,37.264
8375,6.1,5.965,6.418,6.182,6.467,6.219,37.351
8500,6.231,5.893,6.398,6.287,6.395,6.369,37.573
8625,6.263,6.053,6.473,6.351,6.578,6.352,38.07
8750,6.281,6.001,6.4,6.276,6.406,6.268,37.632
8875,6.21,6.047,6.347,6.413,6.554,6.341,37.912
9000,6.263,6.024,6.337,6.332,6.426,6.285,37.667
9125,6.091,6.08,6.183,6.218,6.24,6.195,37.007
9250,6.108,6.079,6.235,5.926,6.578,6.304,37.23
9375,6.059,6.199,6.515,5.993,6.779,5.963,37.508
9500,6.264,5.918,6.068,6.265,6.491,6.102,37.108
9625,6.076,5.815,6.267,6.141,6.475,6.103,36.877
9750,6.355,5.996,6.194,6.197,6.548,6.287,37.577
9875,6.341,5.999,6.568,6.258,6.529,6.411,38.106
10000,6.374,5.718,6.182,6.137,6.673,6.281,37.365
10125,6.18,5.934,6.341,6.229,6.487,6.473,37.644
10250,6.321,5.928,6.386,6.125,6.539,6.454,37.753
10375,6.259,5.954,6.343,6.113,6.581,6.266,37.516
10500,6.335,5.978,6.249,6.13,6.593,6.418,37.703
