time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.376,6.53,5.976,6.762,5.146,7.342,38.132
125,6.23,6.496,5.828,6.496,5.349,7.214,37.613
250,6.092,6.435,6.038,6.818,5.337,7.432,38.152
375,6.195,6.173,5.929,6.5,5.294,7.182,37.273
500,6.157,6.501,5.953,6.321,5.35,7.142,37.424
625,6.178,6.283,5.889,6.7,5.33,7.389,37.769
750,6.101,6.299,6.128,6.561,5.415,7.351,37.855
875,6.179,6.364,5.835,6.555,5.153,7.322,37.408
1000,6.284,6.403,6.076,6.531,5.413,7.427,38.134
1125,6.195,6.183,6.056,6.788,5.065,7.264,37.551
1250,6.155,6.52,6.023,6.636,5.084,7.316,37.734
1375,6.152,6.313,5.929,6.733,5.354,7.233,37.714
1500,6.331,6.255,5.937,6.496,5.389,7.27,37.678
1625,6.249,6.412,5.946,6.58,5.227,7.369,37.783
1750,6.076,6.248,5.981,6.68,5.306,7.309,37.6
1875,6.372,6.196,5.893,6.662,5.297,7.241,37.661
2000,6.28,6.284,5.995,6.605,5.257,7.142,37.563
2125,6.218,6.234,5.834,6.683,5.42,7.205,37.594
2250,6.246,6.656,6.011,6.601,5.422,7.271,38.207
2375,6.15,6.321,6.011,6.681,5.396,7.394,37.953
2500,6.19,6.452,6.031,6.579,5.316,7.315,37.883
2625,6.174,6.532,5.945,6.653,5.325,7.243,37.872
2750,6.272,6.422,6.07,6.5,5.367,7.436,38.067
2875,6.352,6.488,6.103,6.692,5.316,7.339,38.29
3000,6.199,6.341,6.023,6.649,5.434,7.176,37.822
3125,6.136,6.319,5.827,6.564,5.085,7.156,37.087
3250,6.105,6.534,6.046,6.451,5.415,7.306,37.857
3375,6.012,6.438,6.028,6.667,5.241,7.277,37.663
3500,6.134,6.326,5.949,6.642,5.258,7.137,37.446
3625,6.127,6.31,6.033,6.681,5.387,7.341,37.879
3750,6.241,6.257,5.956,6.778,5.362,7.333,37.927
3875,6.19,6.365,6.151,6.549,5.361,7.378,37.994
4000,6.116,6.283,5.824,6.734,5.299,7.461,37.717
4125,6.165,6.179,6.034,6.792,5.329,7.03,37.529
4250,6.094,6.399,6.164,6.492,5.348,7.293,37.79
4375,6.203,6.259,5.962,6.894,5.363,7.486,38.167
4500,6.08,6.298,5.923,6.636,5.254,7.107,37.298
4625,6.079,6.178,6.041,6.645,5.32,7.464,37.727
4750,6.113,6.351,5.89,6.7,5.313,7.293,37.66
4875,6.152,6.202,5.865,6.621,5.443,7.305,37.588
5000,6.169,6.408,6.079,6.746,5.23,8.312,38.944
5125,6.06,6.377,5.842,6.661,5.299,7.387,37.626
5250,6.329,6.274,5.769,6.398,5.184,7.551,37.505
5375,5.939,6.314,5.778,6.814,5.445,7.524,37.814
5500,6.027,6.246,5.926,6.754,5.213,7.37,37.536
5625,6.099,6.226,5.956,6.469,5.342,7.191,37.283
5750,6.208,6.28,5.83,6.698,5.494,7.204,37.714
5875,6.365,6.125,5.923,6.738,5.389,7.228,37.768
6000,5.947,6.03,5.884,6.769,5.397,7.337,37.364
6125,5.978,6.384,5.89,6.722,5.426,7.425,37.825
6250,6.074,6.216,5.907,6.572,5.438,7.378,37.585
6375,6.12,6.27,6.094,6.5,5.247,7.44,37.671
6500,5.867,6.269,5.945,6.668,5.262,7.381,37.392
6625,6.215,6.335,5.854,6.639,5.259,7.523,37.825
6750,6.107,6.494,5.854,6.647,5.495,7.326,37.923
6875,6.067,6.38,5.726,6.567,5.293,7.358,37.391
7000,6.041,6.375,5.868,6.507,5.409,7.172,37.372
7125,6.079,6.191,5.863,6.821,5.435,7.52,37.909
7250,5.906,6.191,5.947,6.797,5.285,7.418,37.544
7375,6.193,6.262,5.865,6.716,5.288,7.393,37.717
7500,5.993,6.378,5.941,6.61,5.5,7.484,37.906
7625,6.2,6.443,5.978,6.5,5.37,7.336,37.827
7750,6.134,6.356,6.051,6.686,5.419,7.411,38.057
7875,6.137,6.182,5.985,6.58,5.386,7.222,37.492
8000,6.157,6.382,5.857,6.502,5.379,7.399,37.676
8125,6.024,6.167,6.02,6.565,5.478,7.426,37.68
8250,6.138,6.099,6.025,6.473,5.454,7.523,37.712
8375,5.933,6.139,5.862,6.626,5.551,7.46,37.571
8500,5.951,6.198,6.066,6.668,5.319,7.214,37.416
8625,6.236,6.131,5.815,6.759,5.361,7.364,37.666
8750,5.936,6.224,5.725,6.524,5.446,7.35,37.205
8875,5.793,6.035,5.852,6.649,5.404,7.414,37.147
9000,6.113,6.295,5.932,6.756,5.373,7.471,37.94
9125,6.076,6.13,5.779,6.772,5.444,7.257,37.458
9250,5.97,6.432,5.811,6.676,5.358,7.578,37.825
9375,6.212,6.295,5.872,6.623,5.329,7.555,37.886
9500,6.092,6.407,5.872,6.76,5.362,7.408,37.901
9625,5.964,6.274,5.893,6.665,5.403,7.259,37.458
9750,5.99,6.354,5.944,6.538,5.203,7.401,37.43
9875,5.947,6.305,5.987,6.754,5.202,7.339,37.534
10000,6.06,6.236,6.065,6.78,5.427,7.486,38.054
10125,6.029,6.127,5.956,6.605,5.434,7.601,37.752
10250,6.026,6.483,6.008,6.629,5.585,7.498,38.229
10375,5.955,6.137,5.979,6.616,5.358,7.464,37.509
10500,5.974,6.344,6.056,6.477,5.54,7.421,37.812
10625,5.85,6.142,6.107,6.679,5.439,7.545,37.762
10750,6.134,6.026,5.987,6.673,5.388,7.41,37.618
10875,6.017,5.96,5.842,6.664,5.568,7.299,37.35
11000,5.985,6.195,5.908,6.803,5.371,7.585,37.847
11125,6.052,6.12,5.865,6.711,5.432,7.435,37.615
11250,5.932,6.149,5.921,6.497,5.305,7.496,37.3
11375,5.95,6.119,6.093,6.62,5.452,7.472,37.706
11500,6.064,6.236,5.917,6.593,5.25,7.525,37.585
11625,5.907,6.262,5.892,6.651,5.5,7.373,37.585
11750,5.782,6.175,6.084,6.667,5.416,7.46,37.584
11875,5.998,6.115,5.763,6.573,5.551,7.548,37.548
12000,5.957,6.136,5.866,6.749,5.293,7.509,37.51
12125,6.067,6.285,5.91,6.485,5.267,7.456,37.47
12250,6.054,6.027,5.805,6.461,5.57,7.55,37.467
12375,6.027,6.176,5.882,6.608,5.35,7.533,37.576
12500,5.82,6.111,6.076,6.458,5.352,7.463,37.28
12625,5.601,6.016,5.75,6.722,5.392,7.207,36.688
12750,5.912,6.005,5.926,6.566,5.492,7.397,37.298
12875,5.909,6.001,5.991,6.571,5.455,7.623,37.55
13000,6.087,6.058,5.839,6.458,5.564,7.508,37.514
13125,5.96,6.101,5.96,6.634,5.672,7.453,37.78
13250,5.911,6.373,5.864,6.609,5.493,7.609,37.859
13375,5.911,6.159,5.914,6.673,5.672,7.466,37.795
13500,5.791,6.114,6.011,6.504,5.417,7.595,37.432
13625,5.89,6.094,5.757,6.628,5.32,7.552,37.241
13750,6.086,6.016,5.928,6.584,5.414,7.441,37.469
13875,5.992,6.084,5.876,6.572,5.459,7.405,37.388
14000,5.627,5.976,6.134,6.566,5.477,7.551,37.331
14125,6.041,5.947,5.791,6.544,5.476,7.351,37.15
14250,5.896,5.989,5.919,6.483,5.475,7.555,37.317
14375,5.936,6.181,5.773,6.796,5.602,7.474,37.762
14500,5.921,6.106,5.986,6.861,5.541,7.593,38.008
14625,5.64,6.179,5.72,6.67,5.424,7.534,37.167
14750,5.955,6.106,5.8,6.669,5.487,7.46,37.477
14875,5.723,6.065,5.876,6.465,5.386,7.643,37.158
15000,5.812,6.161,5.888,6.522,5.583,7.42,37.386
15125,6.041,6.072,6.123,6.434,5.453,7.582,37.705
15250,5.882,5.841,5.885,6.834,5.413,7.317,37.172
15375,5.951,6.145,5.85,6.519,5.488,7.499,37.452
15500,5.775,6.028,5.927,6.66,5.564,7.453,37.407
15625,5.829,5.942,6.064,6.592,5.277,7.877,37.581
15750,5.805,5.911,5.953,6.421,5.399,7.53,37.019
15875,5.84,6.006,5.893,6.456,5.318,7.519,37.032
16000,5.948,5.952,5.962,6.637,5.547,7.449,37.495
16125,5.869,6.029,5.821,6.471,5.566,7.646,37.402
16250,5.909,6.032,5.768,6.667,5.345,7.648,37.369
16375,5.813,5.978,6.003,6.666,5.421,7.659,37.54
16500,5.707,6.173,5.907,6.56,5.448,7.473,37.268
16625,5.734,5.996,6.039,6.484,5.41,7.446,37.109
16750,6.052,6.064,5.842,6.609,5.467,7.554,37.588
16875,5.78,5.836,5.963,6.57,5.519,7.539,37.207
17000,5.823,6.059,5.865,6.581,5.47,7.479,37.277
17125,5.863,6.126,5.852,6.458,5.492,7.419,37.21
17250,5.691,5.999,5.744,6.496,5.556,7.634,37.12
17375,5.751,6.134,5.871,6.726,5.558,7.803,37.843
17500,5.556,6.017,5.88,6.633,5.56,7.516,37.162
17625,5.706,5.953,5.737,6.634,5.737,7.494,37.261
17750,5.849,5.981,5.906,6.532,5.581,7.454,37.303
17875,5.629,5.995,5.947,6.498,5.502,7.6,37.171
18000,5.84,5.81,5.737,6.653,5.631,7.691,37.362
18125,5.661,6.02,5.806,6.497,5.607,7.609,37.2
18250,5.718,5.929,5.975,6.587,5.552,7.599,37.36
18375,5.811,5.902,5.846,6.436,5.602,7.713,37.31
18500,5.769,6.063,6.009,6.565,5.537,7.787,37.73
18625,5.823,5.909,5.875,6.576,5.599,7.539,37.321
18750,5.788,5.828,5.922,6.566,5.736,7.821,37.661
18875,5.69,5.947,5.651,6.581,5.498,7.714,37.081
19000,5.746,5.891,5.837,6.608,5.628,7.546,37.256
19125,5.566,5.99,5.952,6.582,5.573,7.568,37.231
19250,5.686,5.891,5.941,6.67,5.557,7.748,37.493
19375,5.868,5.792,5.803,6.472,5.585,7.777,37.297
19500,5.725,6.098,5.876,6.501,5.769,7.635,37.604
19625,5.557,5.929,5.944,6.762,5.582,7.73,37.504
19750,5.906,5.877,5.869,6.547,5.45,7.628,37.277
19875,5.663,5.73,5.806,6.577,5.539,7.573,36.888
20000,5.497,5.798,5.722,6.48,5.624,7.762,36.883
20125,5.725,6.08,5.798,6.369,5.469,7.726,37.167
20250,5.631,5.956,5.769,6.65,5.669,7.398,37.073
20375,5.601,5.853,5.924,6.63,5.737,7.639,37.384
20500,5.945,5.796,5.86,6.571,5.565,7.674,37.411
20625,5.717,5.889,5.742,6.517,5.63,7.634,37.129
20750,5.456,5.674,5.779,6.633,5.547,7.723,36.812
20875,5.64,5.823,5.879,6.4,5.49,7.499,36.731
21000,5.701,5.681,5.934,6.625,5.734,7.68,37.355
21125,5.465,5.732,5.523,6.362,5.792,7.539,36.413
21250,5.715,5.837,5.765,6.541,5.546,7.837,37.241
21375,5.709,5.849,5.9,6.555,5.666,7.626,37.305
21500,5.426,5.735,5.712,6.495,5.573,7.625,36.566
21625,5.737,5.775,5.993,6.463,5.372,7.683,37.023
21750,5.622,5.821,5.867,6.501,5.556,7.653,37.02
21875,5.696,5.869,5.838,6.586,5.556,7.737,37.282
22000,5.515,5.675,5.91,6.478,5.662,7.761,37.001
22125,5.53,5.736,5.936,6.585,5.542,7.715,37.044
22250,5.537,5.809,5.554,6.523,5.61,7.816,36.849
22375,5.553,5.658,5.842,6.532,5.464,7.859,36.908
22500,5.429,5.857,5.885,6.358,5.62,7.692,36.841
22625,5.621,5.841,5.918,6.51,5.521,7.76,37.171
22750,5.675,5.632,5.809,6.522,5.693,7.584,36.915
22875,5.541,5.679,5.781,6.517,5.542,7.729,36.789
23000,5.402,5.733,5.946,6.4,6.375,7.683,37.539
23125,6.391,5.669,5.621,6.624,5.622,7.697,37.624
23250,5.463,5.869,5.92,6.456,5.642,7.618,36.968
23375,5.735,5.817,5.74,6.585,5.656,7.651,37.184
23500,5.658,5.593,5.807,6.479,5.662,7.623,36.822
23625,5.447,5.659,5.9,6.609,5.741,7.815,37.171
23750,5.443,5.768,5.822,6.647,5.623,7.882,37.185
23875,5.475,5.614,5.821,6.451,5.694,7.662,36.717
24000,5.533,5.728,5.984,6.403,5.688,7.599,36.935
24125,5.557,5.842,5.959,6.687,5.458,7.778,37.281
24250,5.553,5.708,5.741,6.454,5.468,7.704,36.628
24375,5.587,5.736,5.732,6.321,5.554,7.775,36.705
24500,5.478,5.805,5.937,6.687,5.477,7.886,37.27
24625,5.459,5.709,5.841,6.512,5.564,7.782,36.867
24750,5.403,5.724,5.858,6.46,5.61,7.835,36.89
24875,5.785,5.75,5.789,6.401,5.707,8.023,37.455
25000,5.339,5.599,5.782,6.272,5.703,7.911,36.606
25125,5.631,5.691,5.854,6.271,5.744,7.834,37.025
25250,5.215,5.654,5.625,6.425,5.785,7.836,36.54
25375,5.674,5.706,5.766,6.473,5.666,7.771,37.056
25500,5.461,5.672,5.949,6.53,5.723,7.714,37.049
25625,5.441,5.72,5.693,6.567,5.772,7.967,37.16
25750,5.717,5.691,5.563,6.421,5.585,7.785,36.762
25875,5.444,5.773,5.942,6.453,5.569,7.748,36.929
26000,5.233,5.48,5.811,6.591,5.736,7.702,36.553
26125,5.433,5.664,5.852,6.68,5.841,7.807,37.277
26250,5.366,5.713,5.84,6.506,5.676,7.898,36.999
26375,5.632,5.521,5.858,6.455,5.743,7.917,37.126
26500,5.628,5.568,5.686,6.502,5.681,7.825,36.89
26625,5.482,5.761,6.064,6.588,5.678,7.666,37.239
26750,5.615,5.493,5.873,6.507,5.744,7.958,37.19
