time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.201,6.481,6.426,6.23,6.591,5.831,37.76
125,6.083,6.516,6.466,6.274,6.452,5.892,37.683
250,6.234,6.466,6.454,6.177,6.788,6.015,38.134
375,6.304,6.417,6.34,6.374,6.645,5.993,38.073
500,6.239,6.46,6.597,6.126,6.752,6.059,38.233
625,6.3,6.314,6.274,6.152,6.772,5.859,37.671
750,6.035,6.362,6.434,6.314,6.653,5.789,37.587
875,6.184,6.394,6.508,6.118,6.606,5.964,37.774
1000,6.102,6.289,6.68,6.243,6.389,5.972,37.675
1125,6.144,6.293,6.269,6.161,6.528,5.876,37.271
1250,6.167,6.282,6.509,6.234,6.466,5.927,37.585
1375,6.214,6.317,6.405,6.211,6.508,5.862,37.517
1500,6.084,6.35,6.462,6.295,6.567,6.108,37.866
1625,6.135,6.311,6.36,6.301,6.523,6.182,37.812
1750,6.162,6.398,6.318,6.106,6.525,5.999,37.508
1875,6.253,6.278,6.49,6.003,6.621,5.912,37.557
2000,6.375,6.373,6.292,6.179,6.722,5.937,37.878
2125,6.163,6.311,6.306,6.162,6.634,6.019,37.595
2250,6.324,6.34,6.546,6.064,6.528,6.128,37.93
2375,6.313,6.201,6.394,5.642,6.539,6.219,37.308
2500,6.275,6.18,6.325,6.13,6.748,5.887,37.545
2625,6.169,6.084,6.365,5.963,6.683,5.818,37.082
2750,6.213,6.292,6.333,6.068,6.472,6.069,37.447
2875,6.278,6.239,6.322,6.216,6.52,6.07,37.645
3000,6.354,6.114,6.425,6.149,6.488,5.992,37.522
3125,6.253,6.356,6.3,6.249,6.653,5.964,37.775
3250,6.112,6.467,6.438,6.214,6.522,6.04,37.793
3375,6.233,6.221,6.437,6.105,6.618,5.946,37.56
3500,6.264,6.065,6.286,6.145,6.63,6.105,37.495
3625,6.26,6.242,6.335,6.169,6.709,6.002,37.717
3750,6.163,6.409,6.592,6.134,6.648,6.01,37.956
3875,6.005,6.375,6.326,6.229,6.546,6.07,37.551
4000,6.338,6.423,6.265,6.072,6.881,6.091,38.07
4125,6.128,6.248,6.315,6.172,6.621,5.9,37.384
4250,6.106,6.24,6.327,6.066,6.762,5.898,37.399
4375,6.162,6.196,6.283,6.075,6.553,5.99,37.259
4500,6.348,6.318,6.388,6.197,6.695,6.158,38.104
4625,6.318,6.163,6.383,6.186,6.621,5.94,37.611
4750,6.25,6.142,6.383,6.204,6.629,6.012,37.62
4875,6.103,6.317,6.286,5.938,6.838,5.808,37.29
5000,6.093,6.242,6.362,6.108,6.732,6.047,37.584
5125,6.273,6.204,6.37,6.08,6.823,5.958,37.708
5250,6.128,6.323,6.482,6.203,6.603,5.898,37.637
5375,6.164,6.223,6.411,6.171,6.544,5.808,37.321
5500,6.151,6.112,6.45,6.176,6.522,5.843,37.254
5625,6.053,6.263,6.248,6.396,6.634,6.027,37.621
5750,5.949,6.387,6.423,6.187,6.708,5.983,37.637
5875,6.07,6.244,6.504,6.306,6.637,5.971,37.732
6000,6.189,6.212,6.315,6.078,6.582,5.802,37.178
6125,6.214,6.49,6.438,6.046,6.713,5.977,37.878
6250,6.121,6.131,6.532,6.059,6.649,6.003,37.495
6375,6.02,6.397,6.403,6.097,6.464,5.885,37.266
6500,6.16,6.248,6.477,6.275,6.729,6.049,37.938
6625,6.368,6.063,6.364,6.093,6.727,5.94,37.555
6750,6.005,6.234,6.62,6.096,6.693,5.992,37.64
6875,6.115,6.384,6.485,5.971,6.555,5.961,37.471
7000,6.17,6.446,6.297,6.175,6.54,6.15,37.778
7125,6.109,6.22,6.427,6.285,6.62,6.183,37.844
7250,6.168,6.168,6.393,6.111,6.81,6.016,37.666
7375,6.316,6.065,6.211,6.191,6.913,6.027,37.723
7500,6.016,6.194,6.332,5.993,6.397,5.945,36.877
7625,6.207,6.04,6.218,6.037,6.75,5.91,37.162
7750,6.218,6.406,6.298,6.244,6.637,6.099,37.902
7875,6.055,6.104,6.285,6.105,6.703,5.78,37.032
8000,6.275,6.303,6.238,6.299,6.702,5.925,37.742
8125,6.201,6.087,6.229,6.11,6.614,6.143,37.384
8250,6.204,6.198,6.394,6.239,6.755,6.015,37.805
8375,6.114,6.175,6.271,6.201,6.598,5.973,37.332
8500,5.947,6.129,6.278,6.127,6.773,6.187,37.441
8625,5.983,6.083,6.378,6.091,6.864,5.964,37.363
8750,6.171,6.213,6.436,5.947,6.673,5.924,37.364
8875,5.952,6.235,6.081,5.928,6.693,6.055,36.944
9000,6.124,6.212,6.352,6.264,6.837,6.003,37.792
9125,6.159,6.045,6.472,6.142,6.574,5.925,37.317
9250,6.146,6.2,6.287,6.236,6.68,6.006,37.555
9375,5.937,6.005,6.6,6.027,6.678,6.015,37.262
9500,6.105,5.969,6.335,6.148,6.637,6.063,37.257
9625,5.962,6.045,6.331,6.049,6.656,6.142,37.185
9750,6.02,6.071,6.478,6.061,6.751,5.878,37.259
9875,6.202,6.15,6.465,6.163,6.644,6.029,37.653
10000,6.03,6.161,6.415,6.158,6.507,5.972,37.243
10125,6.282,6.176,6.43,6.068,6.537,6.075,37.568
10250,6.264,6.84,6.403,6.137,6.71,6.093,38.447
10375,5.96,6.207,6.391,6.257,6.832,5.788,37.435
10500,6.04,6.026,6.329,6.105,6.62,5.956,37.076
10625,6.048,6.073,6.093,6.043,6.639,5.95,36.846
10750,6.017,6.144,6.291,6.027,6.739,6.026,37.244
10875,5.991,6.274,6.331,6.013,6.696,6.084,37.389
11000,5.992,6.046,6.371,5.983,6.603,6.063,37.058
11125,5.871,6.433,6.492,6.06,6.527,5.913,37.296
11250,6.098,6.14,6.303,6.201,6.87,6.069,37.681
11375,6.053,6.178,6.299,6.262,6.815,5.992,37.599
11500,6.048,6.106,6.51,6.16,6.768,6.123,37.715
11625,6.046,6.202,6.412,6.215,6.74,5.852,37.467
11750,6.137,5.997,6.419,6.185,6.594,5.986,37.318
11875,6.103,6.148,6.462,6.182,6.502,6.073,37.47
12000,5.921,6.101,6.321,6.045,6.622,5.916,36.926
12125,6.012,6.139,6.385,6.09,6.684,6.193,37.503
12250,6.118,6.288,6.216,6.22,6.5,6.054,37.396
12375,5.885,6.076,6.403,6.144,6.539,6.279,37.326
12500,5.936,6.082,6.291,6.028,6.675,5.984,36.996
12625,6.004,6.136,6.382,6.105,6.691,5.94,37.258
12750,6.004,6.019,6.432,5.958,6.649,6.068,37.13
12875,5.994,6.094,6.947,6.126,6.548,6.119,37.828
13000,6.027,6.135,6.323,6.146,6.886,5.982,37.499
13125,5.718,6.126,6.321,5.962,6.69,5.962,36.779
13250,6.061,5.969,6.225,6.071,6.627,5.877,36.83
13375,6.136,6.053,6.427,6.226,6.644,6.039,37.525
13500,6.021,6.092,6.303,5.868,6.889,5.973,37.146
13625,6.176,5.886,6.375,6.161,6.731,6.217,37.546
13750,6.016,6.156,6.328,6.176,6.815,5.931,37.422
13875,6.042,6.182,6.51,6.095,6.643,6.18,37.652
14000,5.918,6.077,6.384,6.084,6.614,6.003,37.08
14125,6.003,6.139,6.506,6.113,6.606,5.935,37.302
14250,5.953,6.327,6.391,5.977,6.694,6.166,37.508
14375,5.992,6.034,6.213,6.211,6.731,6.1,37.281
14500,6.065,5.978,6.304,5.984,6.568,5.97,36.869
14625,6.137,5.911,6.446,6.001,6.663,5.945,37.103
14750,6.012,5.993,6.365,6.128,6.713,6.19,37.401
14875,6.089,6.201,6.394,6.152,6.849,6.13,37.815
15000,5.99,5.949,6.385,5.903,6.615,5.968,36.81
