time_ms,Back_L_N,Back_R_N,Middle_L_N,Middle_R_N,Front_L_N,Front_R_N,Total_N
0,6.334,6.403,6.0,6.474,6.091,6.555,37.857
125,6.203,6.418,6.28,6.457,6.366,6.535,38.259
250,6.195,6.522,6.197,6.445,5.925,6.775,38.059
375,6.308,6.295,5.98,6.314,5.802,6.634,37.333
500,6.083,6.37,6.111,6.522,6.037,6.646,37.769
625,6.125,6.357,6.146,6.435,5.952,6.636,37.651
750,6.196,6.296,6.079,6.411,5.771,6.809,37.562
875,6.179,6.336,6.34,6.36,5.828,6.744,37.787
1000,6.133,6.547,6.051,6.438,6.026,6.709,37.904
1125,6.161,6.405,6.156,6.524,5.789,6.476,37.511
1250,6.328,6.162,6.251,6.161,5.846,6.803,37.551
1375,6.227,6.254,6.134,6.469,6.081,6.731,37.896
1500,6.116,6.491,6.226,6.396,5.956,6.574,37.759
1625,6.158,6.394,6.305,6.254,5.974,6.773,37.858
1750,6.296,6.302,5.948,6.413,5.928,6.598,37.485
1875,6.232,6.408,6.208,6.485,5.858,6.716,37.907
2000,6.123,6.242,6.187,6.518,5.844,6.688,37.602
2125,6.148,6.291,6.205,6.274,6.054,6.601,37.573
2250,6.155,6.189,6.385,6.517,5.995,6.517,37.758
2375,6.38,6.373,6.191,6.481,6.113,6.601,38.139
2500,6.211,6.294,6.288,6.514,6.072,6.634,38.013
2625,6.284,6.261,6.092,6.385,5.836,6.566,37.424
2750,6.222,6.219,6.151,6.419,5.915,6.813,37.739
2875,6.307,6.084,6.248,6.35,6.229,6.653,37.871
3000,6.182,6.394,6.223,6.42,5.92,6.813,37.952
3125,6.118,6.291,6.023,6.197,5.969,6.559,37.157
3250,6.19,6.31,6.452,6.413,5.902,6.578,37.845
3375,6.037,6.339,6.212,6.455,5.977,6.713,37.733
3500,6.155,6.351,6.14,6.556,5.945,6.543,37.69
3625,6.138,6.291,6.06,6.537,5.941,6.797,37.764
3750,6.243,6.354,6.016,6.365,6.265,6.662,37.905
