group1,group2,meandiff,p-adj,lower,upper,reject
33,38,-0.1934,0.0,-0.2867,-0.1001,True
33,39,0.0499,0.984,-0.0434,0.1432,False
33,40,0.1055,0.0077,0.0123,0.1988,True
33,41,-0.0522,0.9701,-0.1455,0.0411,False
33,42,-0.1273,0.0001,-0.2205,-0.034,True
33,43,0.1028,0.012,0.0095,0.1961,True
33,44,0.0019,1.0,-0.0914,0.0951,False
33,45,-0.0177,1.0,-0.111,0.0756,False
33,46,0.101,0.0161,0.0077,0.1943,True
33,47,-0.0303,1.0,-0.1236,0.063,False
33,48,-0.0951,0.0387,-0.1884,-0.0018,True
34,35,-0.1646,0.0,-0.2579,-0.0713,True
34,36,-0.038,0.9999,-0.1313,0.0553,False
34,37,0.0053,1.0,-0.0879,0.0986,False
34,38,-0.2906,0.0,-0.3839,-0.1973,True
34,39,-0.0473,0.9929,-0.1406,0.046,False
34,40,0.0084,1.0,-0.0849,0.1017,False
34,41,-0.1493,0.0,-0.2426,-0.0561,True
34,42,-0.2244,0.0,-0.3177,-0.1311,True
34,43,0.0056,1.0,-0.0876,0.0989,False
34,44,-0.0953,0.0376,-0.1886,-0.002,True
34,45,-0.1148,0.0015,-0.2081,-0.0215,True
34,46,0.0038,1.0,-0.0895,0.0971,False
34,47,-0.1275,0.0001,-0.2208,-0.0342,True
34,48,-0.1923,0.0,-0.2856,-0.099,True
35,36,0.1266,0.0002,0.0333,0.2199,True
35,37,0.1699,0.0,0.0766,0.2632,True
35,38,-0.126,0.0002,-0.2193,-0.0327,True
35,39,0.1173,0.001,0.024,0.2106,True
35,40,0.173,0.0,0.0797,0.2662,True
35,41,0.0152,1.0,-0.078,0.1085,False
35,42,-0.0598,0.8574,-0.1531,0.0334,False
35,43,0.1702,0.0,0.0769,0.2635,True
35,44,0.0693,0.5739,-0.024,0.1626,False
35,45,0.0497,0.9846,-0.0435,0.143,False
35,46,0.1684,0.0,0.0751,0.2617,True
35,47,0.0371,0.9999,-0.0562,0.1304,False
35,48,-0.0277,1.0,-0.121,0.0656,False
36,37,0.0433,0.9984,-0.05,0.1366,False
36,38,-0.2526,0.0,-0.3459,-0.1593,True
36,39,-0.0093,1.0,-0.1026,0.084,False
36,40,0.0464,0.9949,-0.0469,0.1397,False
36,41,-0.1114,0.0028,-0.2046,-0.0181,True
36,42,-0.1864,0.0,-0.2797,-0.0932,True
36,43,0.0436,0.9982,-0.0497,0.1369,False
36,44,-0.0573,0.9074,-0.1506,0.036,False
36,45,-0.0769,0.3271,-0.1701,0.0164,False
36,46,0.0418,0.9992,-0.0515,0.1351,False
36,47,-0.0895,0.083,-0.1828,0.0038,False
36,48,-0.1543,0.0,-0.2476,-0.061,True
37,38,-0.296,0.0,-0.3892,-0.2027,True
37,39,-0.0527,0.9663,-0.1459,0.0406,False
37,40,0.003,1.0,-0.0903,0.0963,False
37,41,-0.1547,0.0,-0.248,-0.0614,True
37,42,-0.2298,0.0,-0.3231,-0.1365,True
37,43,0.0003,1.0,-0.093,0.0936,False
37,44,-0.1007,0.0169,-0.194,-0.0074,True
37,45,-0.1202,0.0006,-0.2135,-0.0269,True
37,46,-0.0015,1.0,-0.0948,0.0918,False
37,47,-0.1328,0.0,-0.2261,-0.0395,True
37,48,-0.1976,0.0,-0.2909,-0.1043,True
38,39,0.2433,0.0,0.15,0.3366,True
38,40,0.299,0.0,0.2057,0.3923,True
38,41,0.1413,0.0,0.048,0.2346,True
38,42,0.0662,0.6783,-0.0271,0.1595,False
38,43,0.2962,0.0,0.203,0.3895,True
38,44,0.1953,0.0,0.102,0.2886,True
38,45,0.1758,0.0,0.0825,0.2691,True
38,46,0.2944,0.0,0.2011,0.3877,True
38,47,0.1631,0.0,0.0698,0.2564,True
38,48,0.0983,0.0242,0.005,0.1916,True
39,40,0.0557,0.9331,-0.0376,0.149,False
39,41,-0.102,0.0136,-0.1953,-0.0088,True
39,42,-0.1771,0.0,-0.2704,-0.0838,True
39,43,0.0529,0.9638,-0.0403,0.1462,False
39,44,-0.048,0.991,-0.1413,0.0453,False
39,45,-0.0675,0.6329,-0.1608,0.0258,False
39,46,0.0511,0.9774,-0.0422,0.1444,False
39,47,-0.0802,0.2399,-0.1735,0.0131,False
39,48,-0.145,0.0,-0.2383,-0.0517,True
40,41,-0.1577,0.0,-0.251,-0.0644,True
40,42,-0.2328,0.0,-0.3261,-0.1395,True
40,43,-0.0027,1.0,-0.096,0.0906,False
40,44,-0.1037,0.0105,-0.197,-0.0104,True
40,45,-0.1232,0.0003,-0.2165,-0.0299,True
40,46,-0.0046,1.0,-0.0979,0.0887,False
40,47,-0.1358,0.0,-0.2291,-0.0425,True
40,48,-0.2007,0.0,-0.2939,-0.1074,True
41,42,-0.0751,0.38,-0.1684,0.0182,False
41,43,0.155,0.0,0.0617,0.2483,True
41,44,0.054,0.9532,-0.0393,0.1473,False
41,45,0.0345,1.0,-0.0588,0.1278,False
41,46,0.1532,0.0,0.0599,0.2464,True
41,47,0.0219,1.0,-0.0714,0.1152,False
41,48,-0.0429,0.9987,-0.1362,0.0504,False
42,43,0.2301,0.0,0.1368,0.3234,True
42,44,0.1291,0.0001,0.0358,0.2224,True
42,45,0.1096,0.0039,0.0163,0.2029,True
42,46,0.2282,0.0,0.1349,0.3215,True
42,47,0.097,0.0296,0.0037,0.1903,True
42,48,0.0321,1.0,-0.0611,0.1254,False
43,44,-0.101,0.0162,-0.1943,-0.0077,True
43,45,-0.1205,0.0005,-0.2138,-0.0272,True
43,46,-0.0018,1.0,-0.0951,0.0915,False
43,47,-0.1331,0.0,-0.2264,-0.0398,True
43,48,-0.1979,0.0,-0.2912,-0.1046,True
44,45,-0.0195,1.0,-0.1128,0.0738,False
44,46,0.0991,0.0214,0.0058,0.1924,True
44,47,-0.0321,1.0,-0.1254,0.0611,False
44,48,-0.097,0.0296,-0.1903,-0.0037,True
45,46,0.1186,0.0007,0.0254,0.2119,True
45,47,-0.0126,1.0,-0.1059,0.0807,False
45,48,-0.0774,0.3105,-0.1707,0.0158,False
46,47,-0.1313,0.0001,-0.2246,-0.038,True
46,48,-0.1961,0.0,-0.2894,-0.1028,True
47,48,-0.0648,0.722,-0.1581,0.0285,False
